"INDICATOR","HFA_391"

"HFA_391","Prevalence of mental disorders (%)"

"UNIT_TYPE","Unit"
"PERCENT","%"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFA","European Health for All database"

"DATA_TYPE_REPRESENTATION","Data type representation"
"RATIO","Ratio"

"DATA_SET","Data set"
"HFA","European Health for All database (WHO)"

"DATA_MASK","Mask for controlling the output format of values"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"","WHO_EURO","ALL","2000","3.43"
"","WHO_EURO","ALL","2001","3.47"
"","WHO_EURO","ALL","2002","3.52"
"","WHO_EURO","ALL","2003","3.55"
"","WHO_EURO","ALL","2004","3.59"
"","WHO_EURO","ALL","2005","3.6"
"","WHO_EURO","ALL","2006","3.62"
"","WHO_EURO","ALL","2007","3.63"
"","WHO_EURO","ALL","2008","3.63"
"","WHO_EURO","ALL","2009","3.63"
"","WHO_EURO","ALL","2010","3.61"
"","WHO_EURO","ALL","2011","3.65"
"","WHO_EURO","ALL","2012","3.65"
"","WHO_EURO","ALL","2013","3.64"
"","WHO_EURO","ALL","2014","3.6"
"","WHO_EURO","ALL","2015","3.59"
"","WHO_EURO","ALL","2017","3.58"

"Last update","2022.09.01 08:16:10 GMT"
"Description","Prevalence of mental disorders (%)"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_391?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2022. All rights reserved.","https://www.who.int/about/policies/publishing/copyright"
