"INDICATOR","HFAMDB_667"

"HFAMDB_667","Mental and behavioural disorders, per 100 000 population, by sex (age-standardized death rate)"

"UNIT_TYPE","Unit"
"DTH_100K","deaths per 100 000"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFAMDB","European mortality database (MDB)"

"DATA_TYPE_REPRESENTATION","Data type representation"
"RATE","Rate"

"DATA_SET","Data set"
"HFAMDB","European mortality database (MDB)"

"DATA_MASK","Mask for controlling the output format of values"

"AGE_GRP_LIST","Age group"
"TOTAL","Total"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"ALB","","TOTAL","FEMALE","1987","0"
"ALB","","TOTAL","FEMALE","1988","0"
"ALB","","TOTAL","FEMALE","1989","0"
"ALB","","TOTAL","FEMALE","1992","0"
"ALB","","TOTAL","FEMALE","1993","4.06"
"ALB","","TOTAL","FEMALE","1994","4.81"
"ALB","","TOTAL","FEMALE","1995","3.47"
"ALB","","TOTAL","FEMALE","1996","2.67"
"ALB","","TOTAL","FEMALE","1997","2.43"
"ALB","","TOTAL","FEMALE","1998","3.81"
"ALB","","TOTAL","FEMALE","1999","1.45"
"ALB","","TOTAL","FEMALE","2000","2.7"
"ALB","","TOTAL","FEMALE","2001","4.79"
"ALB","","TOTAL","FEMALE","2002","3.27"
"ALB","","TOTAL","FEMALE","2003","2.99"
"ALB","","TOTAL","FEMALE","2004","4.78"
"ALB","","TOTAL","FEMALE","2005","5.68"
"ALB","","TOTAL","FEMALE","2006","3.64"
"ALB","","TOTAL","FEMALE","2007","1.58"
"ALB","","TOTAL","FEMALE","2008","1.82"
"ALB","","TOTAL","FEMALE","2009","1.61"
"ARM","","TOTAL","FEMALE","1981","1.31"
"ARM","","TOTAL","FEMALE","1982","0.44"
"ARM","","TOTAL","FEMALE","1985","2.77"
"ARM","","TOTAL","FEMALE","1986","1.34"
"ARM","","TOTAL","FEMALE","1987","1.15"
"ARM","","TOTAL","FEMALE","1988","1.26"
"ARM","","TOTAL","FEMALE","1989","2.07"
"ARM","","TOTAL","FEMALE","1990","1.52"
"ARM","","TOTAL","FEMALE","1991","2.36"
"ARM","","TOTAL","FEMALE","1992","1.75"
"ARM","","TOTAL","FEMALE","1993","4.15"
"ARM","","TOTAL","FEMALE","1994","3.28"
"ARM","","TOTAL","FEMALE","1995","3.51"
"ARM","","TOTAL","FEMALE","1996","3.04"
"ARM","","TOTAL","FEMALE","1997","2.34"
"ARM","","TOTAL","FEMALE","1998","1.75"
"ARM","","TOTAL","FEMALE","1999","2.17"
"ARM","","TOTAL","FEMALE","2000","1.26"
"ARM","","TOTAL","FEMALE","2001","1.76"
"ARM","","TOTAL","FEMALE","2002","2.48"
"ARM","","TOTAL","FEMALE","2003","0.86"
"ARM","","TOTAL","FEMALE","2008","0.24"
"ARM","","TOTAL","FEMALE","2012","0.12"
"ARM","","TOTAL","FEMALE","2013","0.07"
"ARM","","TOTAL","FEMALE","2014","0.25"
"ARM","","TOTAL","FEMALE","2015","0.44"
"ARM","","TOTAL","FEMALE","2016","0.11"
"ARM","","TOTAL","FEMALE","2017","0.18"
"ARM","","TOTAL","FEMALE","2018","0.29"
"ARM","","TOTAL","FEMALE","2019","0.4"
"AUT","","TOTAL","FEMALE","1969","2.79"
"AUT","","TOTAL","FEMALE","1970","2.68"
"AUT","","TOTAL","FEMALE","1971","2.95"
"AUT","","TOTAL","FEMALE","1972","2.2"
"AUT","","TOTAL","FEMALE","1973","3.1"
"AUT","","TOTAL","FEMALE","1974","2.3"
"AUT","","TOTAL","FEMALE","1975","2.75"
"AUT","","TOTAL","FEMALE","1976","1.89"
"AUT","","TOTAL","FEMALE","1977","1.93"
"AUT","","TOTAL","FEMALE","1978","1.74"
"AUT","","TOTAL","FEMALE","1979","1.33"
"AUT","","TOTAL","FEMALE","1980","1.24"
"AUT","","TOTAL","FEMALE","1981","1.68"
"AUT","","TOTAL","FEMALE","1982","2.16"
"AUT","","TOTAL","FEMALE","1983","2.03"
"AUT","","TOTAL","FEMALE","1984","2.47"
"AUT","","TOTAL","FEMALE","1985","2.21"
"AUT","","TOTAL","FEMALE","1986","1.96"
"AUT","","TOTAL","FEMALE","1987","1.47"
"AUT","","TOTAL","FEMALE","1988","1.88"
"AUT","","TOTAL","FEMALE","1989","1.95"
"AUT","","TOTAL","FEMALE","1990","1.56"
"AUT","","TOTAL","FEMALE","1991","1.6"
"AUT","","TOTAL","FEMALE","1992","1.53"
"AUT","","TOTAL","FEMALE","1993","1.48"
"AUT","","TOTAL","FEMALE","1994","1.38"
"AUT","","TOTAL","FEMALE","1995","1.9"
"AUT","","TOTAL","FEMALE","1996","1.86"
"AUT","","TOTAL","FEMALE","1997","1.69"
"AUT","","TOTAL","FEMALE","1998","1.43"
"AUT","","TOTAL","FEMALE","1999","1.9"
"AUT","","TOTAL","FEMALE","2000","1.99"
"AUT","","TOTAL","FEMALE","2001","2.31"
"AUT","","TOTAL","FEMALE","2002","1.77"
"AUT","","TOTAL","FEMALE","2003","2.35"
"AUT","","TOTAL","FEMALE","2004","2.9"
"AUT","","TOTAL","FEMALE","2005","3.43"
"AUT","","TOTAL","FEMALE","2006","3.15"
"AUT","","TOTAL","FEMALE","2007","3.45"
"AUT","","TOTAL","FEMALE","2008","4.25"
"AUT","","TOTAL","FEMALE","2009","3.7"
"AUT","","TOTAL","FEMALE","2010","3.93"
"AUT","","TOTAL","FEMALE","2011","4.42"
"AUT","","TOTAL","FEMALE","2012","5.24"
"AUT","","TOTAL","FEMALE","2013","7.73"
"AUT","","TOTAL","FEMALE","2014","7.24"
"AUT","","TOTAL","FEMALE","2015","8.49"
"AUT","","TOTAL","FEMALE","2016","9.66"
"AUT","","TOTAL","FEMALE","2017","14.43"
"AUT","","TOTAL","FEMALE","2018","15.79"
"AUT","","TOTAL","FEMALE","2019","15.2"
"AUT","","TOTAL","FEMALE","2020","14.37"
"AZE","","TOTAL","FEMALE","1981","1.26"
"AZE","","TOTAL","FEMALE","1982","1.16"
"AZE","","TOTAL","FEMALE","1985","0.62"
"AZE","","TOTAL","FEMALE","1986","0.54"
"AZE","","TOTAL","FEMALE","1987","0.26"
"AZE","","TOTAL","FEMALE","1988","0.48"
"AZE","","TOTAL","FEMALE","1989","0.61"
"AZE","","TOTAL","FEMALE","1990","0.1"
"AZE","","TOTAL","FEMALE","1991","0.07"
"AZE","","TOTAL","FEMALE","1992","0.03"
"AZE","","TOTAL","FEMALE","1993","0.42"
"AZE","","TOTAL","FEMALE","1994","4.14"
"AZE","","TOTAL","FEMALE","1995","2.79"
"AZE","","TOTAL","FEMALE","1996","2.23"
"AZE","","TOTAL","FEMALE","1997","1.7"
"AZE","","TOTAL","FEMALE","1998","2.56"
"AZE","","TOTAL","FEMALE","1999","1.58"
"AZE","","TOTAL","FEMALE","2000","1.23"
"AZE","","TOTAL","FEMALE","2001","0.68"
"AZE","","TOTAL","FEMALE","2002","0.76"
"AZE","","TOTAL","FEMALE","2003","1.3"
"AZE","","TOTAL","FEMALE","2004","0.53"
"AZE","","TOTAL","FEMALE","2007","0.3"
"BEL","","TOTAL","FEMALE","1968","7.67"
"BEL","","TOTAL","FEMALE","1969","8.21"
"BEL","","TOTAL","FEMALE","1970","9.12"
"BEL","","TOTAL","FEMALE","1971","10.17"
"BEL","","TOTAL","FEMALE","1972","8.89"
"BEL","","TOTAL","FEMALE","1973","10.31"
"BEL","","TOTAL","FEMALE","1974","10.81"
"BEL","","TOTAL","FEMALE","1975","13.38"
"BEL","","TOTAL","FEMALE","1976","14"
"BEL","","TOTAL","FEMALE","1977","11.69"
"BEL","","TOTAL","FEMALE","1978","13.22"
"BEL","","TOTAL","FEMALE","1979","12.5"
"BEL","","TOTAL","FEMALE","1980","14.57"
"BEL","","TOTAL","FEMALE","1981","8.2"
"BEL","","TOTAL","FEMALE","1982","2.99"
"BEL","","TOTAL","FEMALE","1983","2.67"
"BEL","","TOTAL","FEMALE","1984","2.57"
"BEL","","TOTAL","FEMALE","1985","4.63"
"BEL","","TOTAL","FEMALE","1986","3.39"
"BEL","","TOTAL","FEMALE","1987","2.12"
"BEL","","TOTAL","FEMALE","1988","1.61"
"BEL","","TOTAL","FEMALE","1989","2.61"
"BEL","","TOTAL","FEMALE","1990","2.93"
"BEL","","TOTAL","FEMALE","1991","2.4"
"BEL","","TOTAL","FEMALE","1992","3.3"
"BEL","","TOTAL","FEMALE","1993","14.06"
"BEL","","TOTAL","FEMALE","1994","11.76"
"BEL","","TOTAL","FEMALE","1995","11.62"
"BEL","","TOTAL","FEMALE","1996","11.25"
"BEL","","TOTAL","FEMALE","1997","13.68"
"BEL","","TOTAL","FEMALE","1998","17.74"
"BEL","","TOTAL","FEMALE","1999","17.99"
"BEL","","TOTAL","FEMALE","2000","16.33"
"BEL","","TOTAL","FEMALE","2001","16.78"
"BEL","","TOTAL","FEMALE","2002","17.43"
"BEL","","TOTAL","FEMALE","2003","18.11"
"BEL","","TOTAL","FEMALE","2004","17.06"
"BEL","","TOTAL","FEMALE","2005","16.74"
"BEL","","TOTAL","FEMALE","2006","16.68"
"BEL","","TOTAL","FEMALE","2007","16.58"
"BEL","","TOTAL","FEMALE","2008","17.02"
"BEL","","TOTAL","FEMALE","2009","18.1"
"BEL","","TOTAL","FEMALE","2010","16.93"
"BEL","","TOTAL","FEMALE","2011","16.15"
"BEL","","TOTAL","FEMALE","2012","19.14"
"BEL","","TOTAL","FEMALE","2013","19.63"
"BEL","","TOTAL","FEMALE","2014","18.14"
"BEL","","TOTAL","FEMALE","2015","20.49"
"BEL","","TOTAL","FEMALE","2016","19.8"
"BEL","","TOTAL","FEMALE","2017","21.11"
"BEL","","TOTAL","FEMALE","2018","19.8"
"BGR","","TOTAL","FEMALE","1968","0.75"
"BGR","","TOTAL","FEMALE","1969","0.58"
"BGR","","TOTAL","FEMALE","1970","0.68"
"BGR","","TOTAL","FEMALE","1971","0.64"
"BGR","","TOTAL","FEMALE","1972","1.18"
"BGR","","TOTAL","FEMALE","1973","1.15"
"BGR","","TOTAL","FEMALE","1974","1.16"
"BGR","","TOTAL","FEMALE","1975","0.83"
"BGR","","TOTAL","FEMALE","1976","0.96"
"BGR","","TOTAL","FEMALE","1977","1.05"
"BGR","","TOTAL","FEMALE","1978","0.96"
"BGR","","TOTAL","FEMALE","1979","1.08"
"BGR","","TOTAL","FEMALE","1980","0.73"
"BGR","","TOTAL","FEMALE","1981","0.76"
"BGR","","TOTAL","FEMALE","1982","1.04"
"BGR","","TOTAL","FEMALE","1983","1.06"
"BGR","","TOTAL","FEMALE","1984","1.17"
"BGR","","TOTAL","FEMALE","1985","1.35"
"BGR","","TOTAL","FEMALE","1986","0.83"
"BGR","","TOTAL","FEMALE","1987","1.11"
"BGR","","TOTAL","FEMALE","1988","1.36"
"BGR","","TOTAL","FEMALE","1989","1.19"
"BGR","","TOTAL","FEMALE","1990","0.9"
"BGR","","TOTAL","FEMALE","1991","1.1"
"BGR","","TOTAL","FEMALE","1992","1.87"
"BGR","","TOTAL","FEMALE","1993","1.75"
"BGR","","TOTAL","FEMALE","1994","1.49"
"BGR","","TOTAL","FEMALE","1995","1.75"
"BGR","","TOTAL","FEMALE","1996","1.77"
"BGR","","TOTAL","FEMALE","1997","3.26"
"BGR","","TOTAL","FEMALE","1998","2.59"
"BGR","","TOTAL","FEMALE","1999","2.32"
"BGR","","TOTAL","FEMALE","2000","1.68"
"BGR","","TOTAL","FEMALE","2001","1.47"
"BGR","","TOTAL","FEMALE","2002","1.15"
"BGR","","TOTAL","FEMALE","2003","1.41"
"BGR","","TOTAL","FEMALE","2004","0.94"
"BGR","","TOTAL","FEMALE","2005","0.68"
"BGR","","TOTAL","FEMALE","2006","0.77"
"BGR","","TOTAL","FEMALE","2007","0.56"
"BGR","","TOTAL","FEMALE","2008","0.63"
"BGR","","TOTAL","FEMALE","2009","0.37"
"BGR","","TOTAL","FEMALE","2010","0.54"
"BGR","","TOTAL","FEMALE","2011","0.6"
"BGR","","TOTAL","FEMALE","2012","0.62"
"BGR","","TOTAL","FEMALE","2013","0.6"
"BGR","","TOTAL","FEMALE","2014","0.42"
"BGR","","TOTAL","FEMALE","2015","0.66"
"BGR","","TOTAL","FEMALE","2016","0.6"
"BGR","","TOTAL","FEMALE","2017","0.47"
"BGR","","TOTAL","FEMALE","2018","0.48"
"BGR","","TOTAL","FEMALE","2019","0.57"
"BIH","","TOTAL","FEMALE","1985","3.63"
"BIH","","TOTAL","FEMALE","1986","2.12"
"BIH","","TOTAL","FEMALE","1987","2.4"
"BIH","","TOTAL","FEMALE","1988","2.94"
"BIH","","TOTAL","FEMALE","1989","2.29"
"BIH","","TOTAL","FEMALE","1990","2.3"
"BIH","","TOTAL","FEMALE","1991","2.38"
"BIH","","TOTAL","FEMALE","2011","2.51"
"BIH","","TOTAL","FEMALE","2014","2.48"
"BIH","","TOTAL","FEMALE","2016","2.95"
"BLR","","TOTAL","FEMALE","1981","0.81"
"BLR","","TOTAL","FEMALE","1982","1.04"
"BLR","","TOTAL","FEMALE","1985","1.33"
"BLR","","TOTAL","FEMALE","1986","1"
"BLR","","TOTAL","FEMALE","1987","1.37"
"BLR","","TOTAL","FEMALE","1988","1.37"
"BLR","","TOTAL","FEMALE","1989","2.05"
"BLR","","TOTAL","FEMALE","1990","1.85"
"BLR","","TOTAL","FEMALE","1991","1.55"
"BLR","","TOTAL","FEMALE","1992","2.79"
"BLR","","TOTAL","FEMALE","1993","2.96"
"BLR","","TOTAL","FEMALE","1994","2.49"
"BLR","","TOTAL","FEMALE","1995","2.41"
"BLR","","TOTAL","FEMALE","1996","1.99646056"
"BLR","","TOTAL","FEMALE","1997","2.47"
"BLR","","TOTAL","FEMALE","1998","2.77"
"BLR","","TOTAL","FEMALE","1999","3.05"
"BLR","","TOTAL","FEMALE","2000","2.45"
"BLR","","TOTAL","FEMALE","2001","2.97"
"BLR","","TOTAL","FEMALE","2002","3.8"
"BLR","","TOTAL","FEMALE","2003","2.8"
"BLR","","TOTAL","FEMALE","2004","2.91570367"
"BLR","","TOTAL","FEMALE","2005","3.2221873"
"BLR","","TOTAL","FEMALE","2007","3.3"
"BLR","","TOTAL","FEMALE","2008","3.83"
"BLR","","TOTAL","FEMALE","2009","4.9"
"BLR","","TOTAL","FEMALE","2010","7.48"
"BLR","","TOTAL","FEMALE","2011","8.9"
"BLR","","TOTAL","FEMALE","2013","7.37"
"BLR","","TOTAL","FEMALE","2014","9.33"
"BLR","","TOTAL","FEMALE","2018","7.02"
"","CARINFONET","TOTAL","FEMALE","1981","1.87839485"
"","CARINFONET","TOTAL","FEMALE","1982","2.01548366"
"","CARINFONET","TOTAL","FEMALE","1985","1.58821394"
"","CARINFONET","TOTAL","FEMALE","1986","1.24256619"
"","CARINFONET","TOTAL","FEMALE","1987","1.00805626"
"","CARINFONET","TOTAL","FEMALE","1988","1.40679358"
"","CARINFONET","TOTAL","FEMALE","1989","1.23902562"
"","CARINFONET","TOTAL","FEMALE","1990","1.16973447"
"","CARINFONET","TOTAL","FEMALE","1991","1.48945194"
"","CARINFONET","TOTAL","FEMALE","1992","1.56548427"
"","CARINFONET","TOTAL","FEMALE","1993","2.28190411"
"","CARINFONET","TOTAL","FEMALE","1994","3.22709"
"","CARINFONET","TOTAL","FEMALE","1995","4.17588303"
"","CARINFONET","TOTAL","FEMALE","1996","3.79535062"
"","CARINFONET","TOTAL","FEMALE","1997","4.12265861"
"","CARINFONET","TOTAL","FEMALE","1998","3.48240232"
"","CARINFONET","TOTAL","FEMALE","1999","3.00866976"
"","CARINFONET","TOTAL","FEMALE","2000","2.30682156"
"","CARINFONET","TOTAL","FEMALE","2001","2.14025447"
"","CARINFONET","TOTAL","FEMALE","2002","2.08926611"
"","CARINFONET","TOTAL","FEMALE","2003","2.05099678"
"","CARINFONET","TOTAL","FEMALE","2004","1.62398902"
"","CARINFONET","TOTAL","FEMALE","2005","1.62690807"
"","CARINFONET","TOTAL","FEMALE","2006","1.60982991"
"","CARINFONET","TOTAL","FEMALE","2007","1.32009566"
"","CARINFONET","TOTAL","FEMALE","2008","1.16245114"
"","CARINFONET","TOTAL","FEMALE","2009","1.30487169"
"","CARINFONET","TOTAL","FEMALE","2010","0.94378565"
"","CARINFONET","TOTAL","FEMALE","2011","0.87220253"
"","CARINFONET","TOTAL","FEMALE","2012","0.78036539"
"","CARINFONET","TOTAL","FEMALE","2013","2.15834747"
"","CARINFONET","TOTAL","FEMALE","2014","2.9698752"
"","CARINFONET","TOTAL","FEMALE","2015","4.48093214"
"","CARINFONET","TOTAL","FEMALE","2016","5.35124888"
"CHE","","TOTAL","FEMALE","1969","3.37"
"CHE","","TOTAL","FEMALE","1970","3.02"
"CHE","","TOTAL","FEMALE","1971","3.06"
"CHE","","TOTAL","FEMALE","1972","2.09"
"CHE","","TOTAL","FEMALE","1973","3.14"
"CHE","","TOTAL","FEMALE","1974","2.95"
"CHE","","TOTAL","FEMALE","1975","1.93"
"CHE","","TOTAL","FEMALE","1976","0.67"
"CHE","","TOTAL","FEMALE","1977","0.08"
"CHE","","TOTAL","FEMALE","1978","1.81"
"CHE","","TOTAL","FEMALE","1979","1.96"
"CHE","","TOTAL","FEMALE","1980","1.59"
"CHE","","TOTAL","FEMALE","1981","3.79"
"CHE","","TOTAL","FEMALE","1982","3.87"
"CHE","","TOTAL","FEMALE","1983","3.57"
"CHE","","TOTAL","FEMALE","1984","3.99"
"CHE","","TOTAL","FEMALE","1985","4.3"
"CHE","","TOTAL","FEMALE","1986","4.28"
"CHE","","TOTAL","FEMALE","1987","3.71"
"CHE","","TOTAL","FEMALE","1988","3.71"
"CHE","","TOTAL","FEMALE","1989","3.62"
"CHE","","TOTAL","FEMALE","1990","3.54"
"CHE","","TOTAL","FEMALE","1991","3.53"
"CHE","","TOTAL","FEMALE","1992","3.36"
"CHE","","TOTAL","FEMALE","1993","3.47"
"CHE","","TOTAL","FEMALE","1994","3.01"
"CHE","","TOTAL","FEMALE","1995","20.13"
"CHE","","TOTAL","FEMALE","1996","18.26"
"CHE","","TOTAL","FEMALE","1997","18.45"
"CHE","","TOTAL","FEMALE","1998","17.88"
"CHE","","TOTAL","FEMALE","1999","17.72"
"CHE","","TOTAL","FEMALE","2000","16.53"
"CHE","","TOTAL","FEMALE","2001","18.85"
"CHE","","TOTAL","FEMALE","2002","19.72"
"CHE","","TOTAL","FEMALE","2003","20.15"
"CHE","","TOTAL","FEMALE","2004","19.81"
"CHE","","TOTAL","FEMALE","2005","22.23"
"CHE","","TOTAL","FEMALE","2006","19.08"
"CHE","","TOTAL","FEMALE","2007","20.69"
"CHE","","TOTAL","FEMALE","2008","22.15"
"CHE","","TOTAL","FEMALE","2009","23.66"
"CHE","","TOTAL","FEMALE","2010","26.31"
"CHE","","TOTAL","FEMALE","2011","26.14"
"CHE","","TOTAL","FEMALE","2012","27.68"
"CHE","","TOTAL","FEMALE","2013","29.87"
"CHE","","TOTAL","FEMALE","2015","30.83"
"CHE","","TOTAL","FEMALE","2016","27.65"
"CHE","","TOTAL","FEMALE","2017","30.16"
"CHE","","TOTAL","FEMALE","2018","29.99"
"","CIS","TOTAL","FEMALE","1981","2.06756732"
"","CIS","TOTAL","FEMALE","1982","1.99326729"
"","CIS","TOTAL","FEMALE","1985","2.0265638"
"","CIS","TOTAL","FEMALE","1986","1.46512458"
"","CIS","TOTAL","FEMALE","1987","1.3958642"
"","CIS","TOTAL","FEMALE","1988","1.399925"
"","CIS","TOTAL","FEMALE","1989","1.5279142"
"","CIS","TOTAL","FEMALE","1990","1.63093627"
"","CIS","TOTAL","FEMALE","1991","1.96976013"
"","CIS","TOTAL","FEMALE","1992","2.27265459"
"","CIS","TOTAL","FEMALE","1993","3.04459379"
"","CIS","TOTAL","FEMALE","1994","4.05501227"
"","CIS","TOTAL","FEMALE","1995","4.56017925"
"","CIS","TOTAL","FEMALE","1996","3.58410067"
"","CIS","TOTAL","FEMALE","1997","3.05761141"
"","CIS","TOTAL","FEMALE","1998","2.68399559"
"","CIS","TOTAL","FEMALE","1999","2.67619672"
"","CIS","TOTAL","FEMALE","2000","2.66541451"
"","CIS","TOTAL","FEMALE","2001","2.75127924"
"","CIS","TOTAL","FEMALE","2002","2.63648284"
"","CIS","TOTAL","FEMALE","2003","2.60531247"
"","CIS","TOTAL","FEMALE","2004","2.49496202"
"","CIS","TOTAL","FEMALE","2005","2.51155627"
"","CIS","TOTAL","FEMALE","2006","2.25330102"
"","CIS","TOTAL","FEMALE","2007","2.11853172"
"","CIS","TOTAL","FEMALE","2008","2.06428948"
"","CIS","TOTAL","FEMALE","2009","1.97727972"
"","CIS","TOTAL","FEMALE","2010","1.96261223"
"","CIS","TOTAL","FEMALE","2011","1.62103672"
"","CIS","TOTAL","FEMALE","2012","1.6076226"
"","CIS","TOTAL","FEMALE","2013","2.04618727"
"","CIS","TOTAL","FEMALE","2014","3.42278709"
"","CIS","TOTAL","FEMALE","2015","4.61176483"
"CYP","","TOTAL","FEMALE","2004","2.76"
"CYP","","TOTAL","FEMALE","2005","3.94"
"CYP","","TOTAL","FEMALE","2006","6.9"
"CYP","","TOTAL","FEMALE","2007","6.65"
"CYP","","TOTAL","FEMALE","2008","6.89"
"CYP","","TOTAL","FEMALE","2009","5.19"
"CYP","","TOTAL","FEMALE","2010","6.08"
"CYP","","TOTAL","FEMALE","2011","7.19"
"CYP","","TOTAL","FEMALE","2012","8.6"
"CYP","","TOTAL","FEMALE","2013","6.97"
"CYP","","TOTAL","FEMALE","2014","10.87"
"CYP","","TOTAL","FEMALE","2015","13.64"
"CYP","","TOTAL","FEMALE","2016","14.08"
"CYP","","TOTAL","FEMALE","2017","15.06"
"CYP","","TOTAL","FEMALE","2018","20.14"
"CZE","","TOTAL","FEMALE","1986","0.87"
"CZE","","TOTAL","FEMALE","1987","1.2"
"CZE","","TOTAL","FEMALE","1988","1.33"
"CZE","","TOTAL","FEMALE","1989","0.71"
"CZE","","TOTAL","FEMALE","1990","0.79"
"CZE","","TOTAL","FEMALE","1991","0.79"
"CZE","","TOTAL","FEMALE","1992","0.72"
"CZE","","TOTAL","FEMALE","1993","0.5"
"CZE","","TOTAL","FEMALE","1994","0.34"
"CZE","","TOTAL","FEMALE","1995","0.49"
"CZE","","TOTAL","FEMALE","1996","0.35"
"CZE","","TOTAL","FEMALE","1997","0.37"
"CZE","","TOTAL","FEMALE","1998","0.3"
"CZE","","TOTAL","FEMALE","1999","0.32"
"CZE","","TOTAL","FEMALE","2000","0.43"
"CZE","","TOTAL","FEMALE","2001","0.58"
"CZE","","TOTAL","FEMALE","2002","0.38"
"CZE","","TOTAL","FEMALE","2003","0.56"
"CZE","","TOTAL","FEMALE","2004","0.73"
"CZE","","TOTAL","FEMALE","2005","1.18"
"CZE","","TOTAL","FEMALE","2006","0.79"
"CZE","","TOTAL","FEMALE","2007","0.6"
"CZE","","TOTAL","FEMALE","2008","0.86"
"CZE","","TOTAL","FEMALE","2009","0.71"
"CZE","","TOTAL","FEMALE","2010","1.02"
"CZE","","TOTAL","FEMALE","2011","4.93"
"CZE","","TOTAL","FEMALE","2012","4.77"
"CZE","","TOTAL","FEMALE","2013","6.16"
"CZE","","TOTAL","FEMALE","2014","5.91"
"CZE","","TOTAL","FEMALE","2015","7.4"
"CZE","","TOTAL","FEMALE","2016","6.65"
"CZE","","TOTAL","FEMALE","2017","8.21"
"CZE","","TOTAL","FEMALE","2018","7.67"
"CZE","","TOTAL","FEMALE","2019","8.29"
"CZE","","TOTAL","FEMALE","2020","9.23"
"DEU","","TOTAL","FEMALE","1990","6.09"
"DEU","","TOTAL","FEMALE","1991","5.82"
"DEU","","TOTAL","FEMALE","1992","6.17"
"DEU","","TOTAL","FEMALE","1993","6.06"
"DEU","","TOTAL","FEMALE","1994","6.23"
"DEU","","TOTAL","FEMALE","1995","6.19"
"DEU","","TOTAL","FEMALE","1996","6.3"
"DEU","","TOTAL","FEMALE","1997","6.45"
"DEU","","TOTAL","FEMALE","1998","5.03"
"DEU","","TOTAL","FEMALE","1999","4.8"
"DEU","","TOTAL","FEMALE","2000","4.35"
"DEU","","TOTAL","FEMALE","2001","3.89"
"DEU","","TOTAL","FEMALE","2002","3.96"
"DEU","","TOTAL","FEMALE","2003","4.38"
"DEU","","TOTAL","FEMALE","2004","5.12"
"DEU","","TOTAL","FEMALE","2005","6.09"
"DEU","","TOTAL","FEMALE","2006","7.8"
"DEU","","TOTAL","FEMALE","2007","8.25"
"DEU","","TOTAL","FEMALE","2008","9.84"
"DEU","","TOTAL","FEMALE","2009","11.61"
"DEU","","TOTAL","FEMALE","2010","12.79"
"DEU","","TOTAL","FEMALE","2011","13.62"
"DEU","","TOTAL","FEMALE","2012","15.19"
"DEU","","TOTAL","FEMALE","2013","17.85"
"DEU","","TOTAL","FEMALE","2014","17.5"
"DEU","","TOTAL","FEMALE","2015","20.97"
"DEU","","TOTAL","FEMALE","2016","21.23"
"DEU","","TOTAL","FEMALE","2017","23.92"
"DEU","","TOTAL","FEMALE","2018","26.34"
"DEU","","TOTAL","FEMALE","2019","25.67"
"DEU","","TOTAL","FEMALE","2020","25.81"
"DNK","","TOTAL","FEMALE","1969","3.66"
"DNK","","TOTAL","FEMALE","1970","5.09"
"DNK","","TOTAL","FEMALE","1971","3.79"
"DNK","","TOTAL","FEMALE","1972","3.45"
"DNK","","TOTAL","FEMALE","1973","3.69"
"DNK","","TOTAL","FEMALE","1974","2.32"
"DNK","","TOTAL","FEMALE","1975","2.21"
"DNK","","TOTAL","FEMALE","1976","2.52"
"DNK","","TOTAL","FEMALE","1977","2.48"
"DNK","","TOTAL","FEMALE","1978","2.66"
"DNK","","TOTAL","FEMALE","1979","3.67"
"DNK","","TOTAL","FEMALE","1980","3.41"
"DNK","","TOTAL","FEMALE","1981","3.34"
"DNK","","TOTAL","FEMALE","1982","4.23"
"DNK","","TOTAL","FEMALE","1983","3.96"
"DNK","","TOTAL","FEMALE","1984","4.5"
"DNK","","TOTAL","FEMALE","1985","6.45"
"DNK","","TOTAL","FEMALE","1986","6.36"
"DNK","","TOTAL","FEMALE","1987","7.2"
"DNK","","TOTAL","FEMALE","1988","8.31"
"DNK","","TOTAL","FEMALE","1989","7.3"
"DNK","","TOTAL","FEMALE","1990","9.34"
"DNK","","TOTAL","FEMALE","1991","8.61"
"DNK","","TOTAL","FEMALE","1992","9.99"
"DNK","","TOTAL","FEMALE","1993","11.52"
"DNK","","TOTAL","FEMALE","1994","7.7"
"DNK","","TOTAL","FEMALE","1995","9.63"
"DNK","","TOTAL","FEMALE","1996","7.49"
"DNK","","TOTAL","FEMALE","1997","12.98"
"DNK","","TOTAL","FEMALE","1998","15.21"
"DNK","","TOTAL","FEMALE","1999","18.54"
"DNK","","TOTAL","FEMALE","2000","15.64"
"DNK","","TOTAL","FEMALE","2001","18.35"
"DNK","","TOTAL","FEMALE","2002","22.25"
"DNK","","TOTAL","FEMALE","2003","20.48"
"DNK","","TOTAL","FEMALE","2004","20.98"
"DNK","","TOTAL","FEMALE","2005","23.89"
"DNK","","TOTAL","FEMALE","2006","25.61"
"DNK","","TOTAL","FEMALE","2007","26.85"
"DNK","","TOTAL","FEMALE","2008","28.79"
"DNK","","TOTAL","FEMALE","2009","29.05"
"DNK","","TOTAL","FEMALE","2010","28.04"
"DNK","","TOTAL","FEMALE","2011","27.47"
"DNK","","TOTAL","FEMALE","2012","27.83"
"DNK","","TOTAL","FEMALE","2013","28.94"
"DNK","","TOTAL","FEMALE","2014","27.39"
"DNK","","TOTAL","FEMALE","2015","29.09"
"DNK","","TOTAL","FEMALE","2016","31.17"
"DNK","","TOTAL","FEMALE","2017","31.37"
