COUNTRY,SEX,YEAR,VALUE
"FIN","ALL","2011","1802.85"
"FIN","FEMALE","2011","1397.80"
"FIN","MALE","2011","2222.89"
"FIN","ALL","2012","1797.75"
"FIN","FEMALE","2012","1393.65"
"FIN","MALE","2012","2216.28"
"FIN","ALL","2013","1792.39"
"FIN","FEMALE","2013","1389.19"
"FIN","MALE","2013","2209.44"
"FIN","ALL","2014","1787.21"
"FIN","FEMALE","2014","1384.80"
"FIN","MALE","2014","2202.87"
"FIN","ALL","2015","1782.49"
"FIN","FEMALE","2015","1380.82"
"FIN","MALE","2015","2196.80"
"FIN","ALL","2016","1778.73"
"FIN","FEMALE","2016","1377.37"
"FIN","MALE","2016","2192.19"
"FIN","ALL","2017","1775.43"
"FIN","FEMALE","2017","1374.17"
"FIN","MALE","2017","2188.34"
"FIN","ALL","2018","1770.15"
"FIN","FEMALE","2018","1369.14"
"FIN","MALE","2018","2182.38"
"FIN","ALL","2019","1763.09"
"FIN","FEMALE","2019","1362.33"
"FIN","MALE","2019","2174.69"
"FRA","ALL","1990","1801.29"
"FRA","FEMALE","1990","1432.70"
"FRA","MALE","1990","2189.13"
"FRA","ALL","1991","1795.80"
"FRA","FEMALE","1991","1425.35"
"FRA","MALE","1991","2185.66"
"FRA","ALL","1992","1790.28"
"FRA","FEMALE","1992","1418.40"
"FRA","MALE","1992","2181.72"
"FRA","ALL","1993","1785.08"
"FRA","FEMALE","1993","1412.41"
"FRA","MALE","1993","2177.45"
"FRA","ALL","1994","1780.77"
"FRA","FEMALE","1994","1408.15"
"FRA","MALE","1994","2173.23"
"FRA","ALL","1995","1777.69"
"FRA","FEMALE","1995","1406.15"
"FRA","MALE","1995","2169.13"
"FRA","ALL","1996","1774.99"
"FRA","FEMALE","1996","1405.27"
"FRA","MALE","1996","2164.68"
"FRA","ALL","1997","1771.80"
"FRA","FEMALE","1997","1404.02"
"FRA","MALE","1997","2159.62"
"FRA","ALL","1998","1768.19"
"FRA","FEMALE","1998","1402.41"
"FRA","MALE","1998","2154.10"
"FRA","ALL","1999","1764.31"
"FRA","FEMALE","1999","1400.54"
"FRA","MALE","1999","2148.33"
"FRA","ALL","2000","1760.10"
"FRA","FEMALE","2000","1398.30"
"FRA","MALE","2000","2142.29"
"FRA","ALL","2001","1754.95"
"FRA","FEMALE","2001","1393.75"
"FRA","MALE","2001","2136.78"
"FRA","ALL","2002","1748.87"
"FRA","FEMALE","2002","1386.43"
"FRA","MALE","2002","2132.31"
"FRA","ALL","2003","1742.35"
"FRA","FEMALE","2003","1377.96"
"FRA","MALE","2003","2128.10"
"FRA","ALL","2004","1735.67"
"FRA","FEMALE","2004","1369.83"
"FRA","MALE","2004","2123.18"
"FRA","ALL","2005","1729.14"
"FRA","FEMALE","2005","1363.51"
"FRA","MALE","2005","2116.60"
"FRA","ALL","2006","1721.62"
"FRA","FEMALE","2006","1358.16"
"FRA","MALE","2006","2106.95"
"FRA","ALL","2007","1712.60"
"FRA","FEMALE","2007","1352.30"
"FRA","MALE","2007","2094.69"
"FRA","ALL","2008","1703.39"
"FRA","FEMALE","2008","1346.57"
"FRA","MALE","2008","2081.85"
"FRA","ALL","2009","1695.26"
"FRA","FEMALE","2009","1341.58"
"FRA","MALE","2009","2070.41"
"FRA","ALL","2010","1689.38"
"FRA","FEMALE","2010","1337.87"
"FRA","MALE","2010","2062.27"
"FRA","ALL","2011","1685.61"
"FRA","FEMALE","2011","1335.29"
"FRA","MALE","2011","2057.25"
"FRA","ALL","2012","1682.74"
"FRA","FEMALE","2012","1333.37"
"FRA","MALE","2012","2053.42"
"FRA","ALL","2013","1680.29"
"FRA","FEMALE","2013","1331.93"
"FRA","MALE","2013","2049.94"
"FRA","ALL","2014","1677.68"
"FRA","FEMALE","2014","1330.79"
"FRA","MALE","2014","2045.87"
"FRA","ALL","2015","1674.45"
"FRA","FEMALE","2015","1329.79"
"FRA","MALE","2015","2040.39"
"FRA","ALL","2016","1672.65"
"FRA","FEMALE","2016","1336.49"
"FRA","MALE","2016","2029.68"
"FRA","ALL","2017","1669.76"
"FRA","FEMALE","2017","1342.22"
"FRA","MALE","2017","2017.73"
"FRA","ALL","2018","1660.79"
"FRA","FEMALE","2018","1333.09"
"FRA","MALE","2018","2008.98"
"FRA","ALL","2019","1647.27"
"FRA","FEMALE","2019","1314.12"
"FRA","MALE","2019","2001.25"
"GBR","ALL","1990","2067.64"
"GBR","FEMALE","1990","1481.31"
"GBR","MALE","1990","2689.81"
"GBR","ALL","1991","2063.44"
"GBR","FEMALE","1991","1475.26"
"GBR","MALE","1991","2687.93"
"GBR","ALL","1992","2059.10"
"GBR","FEMALE","1992","1469.71"
"GBR","MALE","1992","2685.09"
"GBR","ALL","1993","2054.81"
"GBR","FEMALE","1993","1464.75"
"GBR","MALE","1993","2681.58"
"GBR","ALL","1994","2050.60"
"GBR","FEMALE","1994","1460.39"
"GBR","MALE","1994","2677.45"
"GBR","ALL","1995","2046.35"
"GBR","FEMALE","1995","1456.53"
"GBR","MALE","1995","2672.55"
"GBR","ALL","1996","2042.41"
"GBR","FEMALE","1996","1453.79"
"GBR","MALE","1996","2666.95"
"GBR","ALL","1997","2038.22"
"GBR","FEMALE","1997","1451.69"
"GBR","MALE","1997","2659.97"
"GBR","ALL","1998","2033.73"
"GBR","FEMALE","1998","1449.50"
"GBR","MALE","1998","2652.32"
"GBR","ALL","1999","2028.96"
"GBR","FEMALE","1999","1446.53"
"GBR","MALE","1999","2644.79"
"GBR","ALL","2000","2023.61"
"GBR","FEMALE","2000","1441.81"
"GBR","MALE","2000","2637.81"
"GBR","ALL","2001","2017.52"
"GBR","FEMALE","2001","1434.99"
"GBR","MALE","2001","2631.41"
"GBR","ALL","2002","2010.50"
"GBR","FEMALE","2002","1426.76"
"GBR","MALE","2002","2624.55"
"GBR","ALL","2003","2003.68"
"GBR","FEMALE","2003","1418.71"
"GBR","MALE","2003","2617.82"
"GBR","ALL","2004","1997.87"
"GBR","FEMALE","2004","1412.24"
"GBR","MALE","2004","2611.44"
"GBR","ALL","2005","1993.59"
"GBR","FEMALE","2005","1408.53"
"GBR","MALE","2005","2605.33"
"GBR","ALL","2006","1990.70"
"GBR","FEMALE","2006","1407.16"
"GBR","MALE","2006","2599.63"
"GBR","ALL","2007","1987.79"
"GBR","FEMALE","2007","1406.02"
"GBR","MALE","2007","2593.70"
"GBR","ALL","2008","1985.24"
"GBR","FEMALE","2008","1405.09"
"GBR","MALE","2008","2588.29"
"GBR","ALL","2009","1983.30"
"GBR","FEMALE","2009","1404.24"
"GBR","MALE","2009","2584.09"
"GBR","ALL","2010","1982.08"
"GBR","FEMALE","2010","1403.19"
"GBR","MALE","2010","2581.60"
"GBR","ALL","2011","1983.66"
"GBR","FEMALE","2011","1404.27"
"GBR","MALE","2011","2582.59"
"GBR","ALL","2012","1987.84"
"GBR","FEMALE","2012","1407.99"
"GBR","MALE","2012","2586.12"
"GBR","ALL","2013","1992.96"
"GBR","FEMALE","2013","1412.73"
"GBR","MALE","2013","2590.53"
"GBR","ALL","2014","1997.23"
"GBR","FEMALE","2014","1416.76"
"GBR","MALE","2014","2594.02"
"GBR","ALL","2015","1998.60"
"GBR","FEMALE","2015","1418.11"
"GBR","MALE","2015","2594.46"
"GBR","ALL","2016","1999.89"
"GBR","FEMALE","2016","1420.09"
"GBR","MALE","2016","2594.14"
"GBR","ALL","2017","2000.52"
"GBR","FEMALE","2017","1420.65"
"GBR","MALE","2017","2594.06"
"GBR","ALL","2018","1989.96"
"GBR","FEMALE","2018","1409.69"
"GBR","MALE","2018","2583.20"
"GBR","ALL","2019","1968.23"
"GBR","FEMALE","2019","1388.26"
"GBR","MALE","2019","2560.53"
"GEO","ALL","1990","1941.23"
"GEO","FEMALE","1990","1604.86"
"GEO","MALE","1990","2313.37"
"GEO","ALL","1991","1992.01"
"GEO","FEMALE","1991","1656.67"
"GEO","MALE","1991","2363.27"
"GEO","ALL","1992","2042.95"
"GEO","FEMALE","1992","1707.94"
"GEO","MALE","1992","2414.36"
"GEO","ALL","1993","2093.04"
"GEO","FEMALE","1993","1757.74"
"GEO","MALE","1993","2465.47"
"GEO","ALL","1994","2142.13"
"GEO","FEMALE","1994","1805.89"
"GEO","MALE","1994","2516.32"
"GEO","ALL","1995","2188.95"
"GEO","FEMALE","1995","1851.46"
"GEO","MALE","1995","2565.28"
"GEO","ALL","1996","2242.29"
"GEO","FEMALE","1996","1902.07"
"GEO","MALE","1996","2622.49"
"GEO","ALL","1997","2305.16"
"GEO","FEMALE","1997","1960.32"
"GEO","MALE","1997","2691.29"
"GEO","ALL","1998","2365.51"
"GEO","FEMALE","1998","2015.31"
"GEO","MALE","1998","2758.34"
"GEO","ALL","1999","2411.87"
"GEO","FEMALE","1999","2056.87"
"GEO","MALE","1999","2810.64"
"GEO","ALL","2000","2431.87"
"GEO","FEMALE","2000","2074.27"
"GEO","MALE","2000","2833.82"
"GEO","ALL","2001","2428.72"
"GEO","FEMALE","2001","2070.06"
"GEO","MALE","2001","2831.84"
"GEO","ALL","2002","2417.04"
"GEO","FEMALE","2002","2057.53"
"GEO","MALE","2002","2821.01"
"GEO","ALL","2003","2399.51"
"GEO","FEMALE","2003","2039.31"
"GEO","MALE","2003","2803.89"
"GEO","ALL","2004","2378.80"
"GEO","FEMALE","2004","2018.55"
"GEO","MALE","2004","2782.62"
"GEO","ALL","2005","2356.57"
"GEO","FEMALE","2005","1997.53"
"GEO","MALE","2005","2758.15"
"GEO","ALL","2006","2325.18"
"GEO","FEMALE","2006","1967.29"
"GEO","MALE","2006","2724.46"
"GEO","ALL","2007","2281.44"
"GEO","FEMALE","2007","1923.67"
"GEO","MALE","2007","2679.76"
"GEO","ALL","2008","2232.86"
"GEO","FEMALE","2008","1874.85"
"GEO","MALE","2008","2630.85"
"GEO","ALL","2009","2187.78"
"GEO","FEMALE","2009","1830.10"
"GEO","MALE","2009","2584.71"
"GEO","ALL","2010","2153.86"
"GEO","FEMALE","2010","1798.13"
"GEO","MALE","2010","2547.74"
"GEO","ALL","2011","2130.07"
"GEO","FEMALE","2011","1776.82"
"GEO","MALE","2011","2520.30"
"GEO","ALL","2012","2111.03"
"GEO","FEMALE","2012","1759.93"
"GEO","MALE","2012","2497.95"
"GEO","ALL","2013","2094.32"
"GEO","FEMALE","2013","1745.06"
"GEO","MALE","2013","2478.30"
"GEO","ALL","2014","2078.77"
"GEO","FEMALE","2014","1731.32"
"GEO","MALE","2014","2459.91"
"GEO","ALL","2015","2062.63"
"GEO","FEMALE","2015","1717.18"
"GEO","MALE","2015","2440.83"
"GEO","ALL","2016","2044.64"
"GEO","FEMALE","2016","1700.03"
"GEO","MALE","2016","2421.25"
"GEO","ALL","2017","2029.37"
"GEO","FEMALE","2017","1683.84"
"GEO","MALE","2017","2406.37"
"GEO","ALL","2018","2018.18"
"GEO","FEMALE","2018","1669.73"
"GEO","MALE","2018","2397.79"
"GEO","ALL","2019","2009.45"
"GEO","FEMALE","2019","1655.13"
"GEO","MALE","2019","2394.94"
"GRC","ALL","1990","1933.25"
"GRC","FEMALE","1990","1508.37"
"GRC","MALE","1990","2370.20"
"GRC","ALL","1991","1930.07"
"GRC","FEMALE","1991","1505.06"
"GRC","MALE","1991","2366.31"
"GRC","ALL","1992","1928.05"
"GRC","FEMALE","1992","1502.95"
"GRC","MALE","1992","2363.22"
"GRC","ALL","1993","1926.07"
"GRC","FEMALE","1993","1501.37"
"GRC","MALE","1993","2359.95"
"GRC","ALL","1994","1923.88"
"GRC","FEMALE","1994","1500.01"
"GRC","MALE","1994","2356.26"
"GRC","ALL","1995","1921.59"
"GRC","FEMALE","1995","1498.70"
"GRC","MALE","1995","2352.43"
"GRC","ALL","1996","1919.93"
"GRC","FEMALE","1996","1498.81"
"GRC","MALE","1996","2348.54"
"GRC","ALL","1997","1919.77"
"GRC","FEMALE","1997","1501.53"
"GRC","MALE","1997","2345.04"
"GRC","ALL","1998","1920.11"
"GRC","FEMALE","1998","1505.12"
"GRC","MALE","1998","2341.61"
"GRC","ALL","1999","1919.20"
"GRC","FEMALE","1999","1507.70"
"GRC","MALE","1999","2337.00"
"GRC","ALL","2000","1916.37"
"GRC","FEMALE","2000","1507.65"
"GRC","MALE","2000","2331.28"
"GRC","ALL","2001","1911.00"
"GRC","FEMALE","2001","1503.85"
"GRC","MALE","2001","2324.14"
"GRC","ALL","2002","1903.71"
"GRC","FEMALE","2002","1497.80"
"GRC","MALE","2002","2315.67"
"GRC","ALL","2003","1895.33"
"GRC","FEMALE","2003","1490.60"
"GRC","MALE","2003","2306.41"
"GRC","ALL","2004","1886.50"
"GRC","FEMALE","2004","1483.28"
"GRC","MALE","2004","2296.43"
"GRC","ALL","2005","1878.09"
"GRC","FEMALE","2005","1477.10"
"GRC","MALE","2005","2286.21"
"GRC","ALL","2006","1868.52"
"GRC","FEMALE","2006","1471.30"
"GRC","MALE","2006","2273.33"
"GRC","ALL","2007","1857.86"
"GRC","FEMALE","2007","1465.77"
"GRC","MALE","2007","2258.10"
"GRC","ALL","2008","1848.05"
"GRC","FEMALE","2008","1461.14"
"GRC","MALE","2008","2243.69"
"GRC","ALL","2009","1840.26"
"GRC","FEMALE","2009","1457.70"
"GRC","MALE","2009","2232.25"
"GRC","ALL","2010","1836.02"
"GRC","FEMALE","2010","1456.06"
"GRC","MALE","2010","2226.34"
"GRC","ALL","2011","1835.80"
"GRC","FEMALE","2011","1456.96"
"GRC","MALE","2011","2226.25"
"GRC","ALL","2012","1838.76"
"GRC","FEMALE","2012","1460.95"
"GRC","MALE","2012","2229.84"
"GRC","ALL","2013","1843.44"
"GRC","FEMALE","2013","1466.48"
"GRC","MALE","2013","2235.44"
"GRC","ALL","2014","1848.27"
"GRC","FEMALE","2014","1472.10"
"GRC","MALE","2014","2241.03"
"GRC","ALL","2015","1851.60"
"GRC","FEMALE","2015","1476.62"
"GRC","MALE","2015","2244.57"
"GRC","ALL","2016","1856.56"
"GRC","FEMALE","2016","1483.44"
"GRC","MALE","2016","2248.64"
"GRC","ALL","2017","1860.29"
"GRC","FEMALE","2017","1487.47"
"GRC","MALE","2017","2252.78"
"GRC","ALL","2018","1860.06"
"GRC","FEMALE","2018","1484.53"
"GRC","MALE","2018","2255.97"
"GRC","ALL","2019","1859.14"
"GRC","FEMALE","2019","1478.88"
"GRC","MALE","2019","2260.45"
"HRV","ALL","1990","1772.81"
"HRV","FEMALE","1990","1448.65"
"HRV","MALE","1990","2116.09"
"HRV","ALL","1991","1818.22"
"HRV","FEMALE","1991","1492.86"
"HRV","MALE","1991","2163.19"
"HRV","ALL","1992","1862.43"
"HRV","FEMALE","1992","1535.68"
"HRV","MALE","1992","2209.39"
"HRV","ALL","1993","1903.68"
"HRV","FEMALE","1993","1575.24"
"HRV","MALE","1993","2253.05"
"HRV","ALL","1994","1940.37"
"HRV","FEMALE","1994","1610.08"
"HRV","MALE","1994","2292.33"
"HRV","ALL","1995","1970.46"
"HRV","FEMALE","1995","1638.20"
"HRV","MALE","1995","2325.18"
"HRV","ALL","1996","2001.97"
"HRV","FEMALE","1996","1666.87"
"HRV","MALE","1996","2360.36"
"HRV","ALL","1997","2037.87"
"HRV","FEMALE","1997","1698.67"
"HRV","MALE","1997","2401.22"
"HRV","ALL","1998","2073.16"
"HRV","FEMALE","1998","1729.51"
"HRV","MALE","1998","2441.83"
"HRV","ALL","1999","2102.75"
"HRV","FEMALE","1999","1755.02"
"HRV","MALE","1999","2476.24"
"HRV","ALL","2000","2120.42"
"HRV","FEMALE","2000","1769.65"
"HRV","MALE","2000","2497.48"
"HRV","ALL","2001","2130.41"
"HRV","FEMALE","2001","1777.36"
"HRV","MALE","2001","2510.06"
"HRV","ALL","2002","2137.39"
"HRV","FEMALE","2002","1782.26"
"HRV","MALE","2002","2519.34"
"HRV","ALL","2003","2141.13"
"HRV","FEMALE","2003","1784.50"
"HRV","MALE","2003","2524.66"
"HRV","ALL","2004","2140.46"
"HRV","FEMALE","2004","1783.35"
"HRV","MALE","2004","2524.34"
"HRV","ALL","2005","2133.89"
"HRV","FEMALE","2005","1777.86"
"HRV","MALE","2005","2516.41"
"HRV","ALL","2006","2118.30"
"HRV","FEMALE","2006","1763.10"
"HRV","MALE","2006","2499.74"
"HRV","ALL","2007","2093.56"
"HRV","FEMALE","2007","1737.53"
"HRV","MALE","2007","2475.64"
"HRV","ALL","2008","2065.39"
"HRV","FEMALE","2008","1707.62"
"HRV","MALE","2008","2449.09"
"HRV","ALL","2009","2038.31"
"HRV","FEMALE","2009","1678.51"
"HRV","MALE","2009","2423.97"
"HRV","ALL","2010","2016.69"
"HRV","FEMALE","2010","1655.46"
"HRV","MALE","2010","2403.54"
"HRV","ALL","2011","2000.75"
"HRV","FEMALE","2011","1638.36"
"HRV","MALE","2011","2388.40"
"HRV","ALL","2012","1985.89"
"HRV","FEMALE","2012","1622.33"
"HRV","MALE","2012","2374.45"
"HRV","ALL","2013","1971.14"
"HRV","FEMALE","2013","1606.97"
"HRV","MALE","2013","2360.05"
"HRV","ALL","2014","1955.27"
"HRV","FEMALE","2014","1591.69"
"HRV","MALE","2014","2343.15"
"HRV","ALL","2015","1936.79"
"HRV","FEMALE","2015","1575.72"
"HRV","MALE","2015","2321.60"
"HRV","ALL","2016","1906.99"
"HRV","FEMALE","2016","1555.05"
"HRV","MALE","2016","2281.72"
"HRV","ALL","2017","1881.55"
"HRV","FEMALE","2017","1537.68"
"HRV","MALE","2017","2247.43"
"HRV","ALL","2018","1870.33"
"HRV","FEMALE","2018","1527.36"
"HRV","MALE","2018","2234.98"
"HRV","ALL","2019","1862.34"
"HRV","FEMALE","2019","1516.24"
"HRV","MALE","2019","2230.08"
"HUN","ALL","1990","1765.10"
"HUN","FEMALE","1990","1502.27"
"HUN","MALE","1990","2049.33"
"HUN","ALL","1991","1769.19"
"HUN","FEMALE","1991","1508.05"
"HUN","MALE","1991","2052.14"
"HUN","ALL","1992","1772.92"
"HUN","FEMALE","1992","1513.12"
"HUN","MALE","1992","2055.03"
"HUN","ALL","1993","1775.66"
"HUN","FEMALE","1993","1516.81"
"HUN","MALE","1993","2057.39"
"HUN","ALL","1994","1777.54"
"HUN","FEMALE","1994","1519.40"
"HUN","MALE","1994","2059.15"
"HUN","ALL","1995","1778.01"
"HUN","FEMALE","1995","1520.22"
"HUN","MALE","1995","2059.84"
"HUN","ALL","1996","1776.16"
"HUN","FEMALE","1996","1516.68"
"HUN","MALE","1996","2060.33"
"HUN","ALL","1997","1771.67"
"HUN","FEMALE","1997","1507.87"
"HUN","MALE","1997","2060.99"
"HUN","ALL","1998","1765.35"
"HUN","FEMALE","1998","1496.16"
"HUN","MALE","1998","2060.99"
"HUN","ALL","1999","1758.82"
"HUN","FEMALE","1999","1484.80"
"HUN","MALE","1999","2060.20"
"HUN","ALL","2000","1752.82"
"HUN","FEMALE","2000","1475.88"
"HUN","MALE","2000","2057.75"
"HUN","ALL","2001","1746.27"
"HUN","FEMALE","2001","1468.71"
"HUN","MALE","2001","2052.16"
"HUN","ALL","2002","1738.07"
"HUN","FEMALE","2002","1461.20"
"HUN","MALE","2002","2043.44"
"HUN","ALL","2003","1728.87"
"HUN","FEMALE","2003","1453.36"
"HUN","MALE","2003","2032.97"
"HUN","ALL","2004","1720.02"
"HUN","FEMALE","2004","1445.97"
"HUN","MALE","2004","2022.69"
"HUN","ALL","2005","1712.71"
"HUN","FEMALE","2005","1439.43"
"HUN","MALE","2005","2014.72"
"HUN","ALL","2006","1707.21"
"HUN","FEMALE","2006","1433.35"
"HUN","MALE","2006","2010.04"
"HUN","ALL","2007","1702.99"
"HUN","FEMALE","2007","1427.53"
"HUN","MALE","2007","2007.73"
"HUN","ALL","2008","1699.32"
"HUN","FEMALE","2008","1421.62"
"HUN","MALE","2008","2006.63"
"HUN","ALL","2009","1696.20"
"HUN","FEMALE","2009","1416.01"
"HUN","MALE","2009","2006.31"
"HUN","ALL","2010","1693.81"
"HUN","FEMALE","2010","1411.25"
"HUN","MALE","2010","2006.55"
"HUN","ALL","2011","1693.37"
"HUN","FEMALE","2011","1407.91"
"HUN","MALE","2011","2009.24"
"HUN","ALL","2012","1694.94"
"HUN","FEMALE","2012","1405.78"
"HUN","MALE","2012","2014.75"
"HUN","ALL","2013","1696.44"
"HUN","FEMALE","2013","1403.35"
"HUN","MALE","2013","2020.35"
"HUN","ALL","2014","1696.79"
"HUN","FEMALE","2014","1400.22"
"HUN","MALE","2014","2024.26"
"HUN","ALL","2015","1695.06"
"HUN","FEMALE","2015","1396.00"
"HUN","MALE","2015","2024.95"
"HUN","ALL","2016","1687.85"
"HUN","FEMALE","2016","1385.10"
"HUN","MALE","2016","2021.54"
"HUN","ALL","2017","1678.69"
"HUN","FEMALE","2017","1372.68"
"HUN","MALE","2017","2015.74"
"HUN","ALL","2018","1670.42"
"HUN","FEMALE","2018","1362.72"
"HUN","MALE","2018","2009.03"
"HUN","ALL","2019","1660.45"
"HUN","FEMALE","2019","1350.60"
"HUN","MALE","2019","2001.11"
"IRL","ALL","1990","2181.66"
"IRL","FEMALE","1990","1691.89"
"IRL","MALE","1990","2674.76"
"IRL","ALL","1991","2176.50"
"IRL","FEMALE","1991","1684.16"
"IRL","MALE","1991","2672.94"
"IRL","ALL","1992","2170.20"
"IRL","FEMALE","1992","1675.40"
"IRL","MALE","1992","2669.70"
"IRL","ALL","1993","2163.28"
"IRL","FEMALE","1993","1665.88"
"IRL","MALE","1993","2665.86"
"IRL","ALL","1994","2156.01"
"IRL","FEMALE","1994","1655.72"
"IRL","MALE","1994","2661.90"
"IRL","ALL","1995","2148.79"
"IRL","FEMALE","1995","1645.03"
"IRL","MALE","1995","2658.48"
"IRL","ALL","1996","2135.12"
"IRL","FEMALE","1996","1632.38"
"IRL","MALE","1996","2644.04"
"IRL","ALL","1997","2111.80"
"IRL","FEMALE","1997","1617.15"
"IRL","MALE","1997","2612.67"
"IRL","ALL","1998","2084.26"
"IRL","FEMALE","1998","1601.03"
"IRL","MALE","1998","2573.63"
"IRL","ALL","1999","2057.90"
"IRL","FEMALE","1999","1585.59"
"IRL","MALE","1999","2536.08"
"IRL","ALL","2000","2038.08"
"IRL","FEMALE","2000","1572.37"
"IRL","MALE","2000","2509.21"
"IRL","ALL","2001","2023.72"
"IRL","FEMALE","2001","1560.50"
"IRL","MALE","2001","2491.73"
"IRL","ALL","2002","2010.58"
"IRL","FEMALE","2002","1548.65"
"IRL","MALE","2002","2476.37"
"IRL","ALL","2003","1999.05"
"IRL","FEMALE","2003","1537.74"
"IRL","MALE","2003","2462.89"
"IRL","ALL","2004","1989.32"
"IRL","FEMALE","2004","1528.82"
"IRL","MALE","2004","2450.95"
"IRL","ALL","2005","1981.55"
"IRL","FEMALE","2005","1522.86"
"IRL","MALE","2005","2440.25"
"IRL","ALL","2006","1973.76"
"IRL","FEMALE","2006","1518.33"
"IRL","MALE","2006","2428.76"
"IRL","ALL","2007","1964.42"
"IRL","FEMALE","2007","1513.13"
"IRL","MALE","2007","2415.88"
"IRL","ALL","2008","1954.90"
"IRL","FEMALE","2008","1507.98"
"IRL","MALE","2008","2403.32"
"IRL","ALL","2009","1946.88"
"IRL","FEMALE","2009","1503.86"
"IRL","MALE","2009","2393.12"
"IRL","ALL","2010","1942.01"
"IRL","FEMALE","2010","1501.74"
"IRL","MALE","2010","2387.28"
"IRL","ALL","2011","1940.44"
"IRL","FEMALE","2011","1502.69"
"IRL","MALE","2011","2384.71"
"IRL","ALL","2012","1940.29"
"IRL","FEMALE","2012","1505.63"
"IRL","MALE","2012","2382.49"
"IRL","ALL","2013","1940.42"
"IRL","FEMALE","2013","1508.77"
"IRL","MALE","2013","2380.21"
"IRL","ALL","2014","1940.04"
"IRL","FEMALE","2014","1510.81"
"IRL","MALE","2014","2377.77"
"IRL","ALL","2015","1938.06"
"IRL","FEMALE","2015","1510.07"
"IRL","MALE","2015","2374.74"
"IRL","ALL","2016","1931.01"
"IRL","FEMALE","2016","1503.99"
"IRL","MALE","2016","2366.81"
"IRL","ALL","2017","1917.89"
"IRL","FEMALE","2017","1492.22"
"IRL","MALE","2017","2352.47"
"IRL","ALL","2018","1899.72"
"IRL","FEMALE","2018","1477.56"
"IRL","MALE","2018","2330.85"
"IRL","ALL","2019","1877.58"
"IRL","FEMALE","2019","1462.43"
"IRL","MALE","2019","2301.70"
"ISL","ALL","1990","1865.15"
"ISL","FEMALE","1990","1435.41"
"ISL","MALE","1990","2291.63"
"ISL","ALL","1991","1866.20"
"ISL","FEMALE","1991","1436.01"
"ISL","MALE","1991","2293.37"
"ISL","ALL","1992","1866.49"
"ISL","FEMALE","1992","1436.41"
"ISL","MALE","1992","2293.79"
"ISL","ALL","1993","1866.36"
"ISL","FEMALE","1993","1436.92"
"ISL","MALE","1993","2293.18"
"ISL","ALL","1994","1865.76"
"ISL","FEMALE","1994","1437.20"
"ISL","MALE","1994","2291.85"
"ISL","ALL","1995","1865.02"
"ISL","FEMALE","1995","1437.83"
"ISL","MALE","1995","2289.99"
"ISL","ALL","1996","1862.97"
"ISL","FEMALE","1996","1437.51"
"ISL","MALE","1996","2286.57"
"ISL","ALL","1997","1859.32"
"ISL","FEMALE","1997","1435.94"
"ISL","MALE","1997","2281.18"
"ISL","ALL","1998","1854.75"
"ISL","FEMALE","1998","1433.72"
"ISL","MALE","1998","2274.50"
"ISL","ALL","1999","1849.83"
"ISL","FEMALE","1999","1430.83"
"ISL","MALE","1999","2267.76"
"ISL","ALL","2000","1845.00"
"ISL","FEMALE","2000","1428.01"
"ISL","MALE","2000","2261.24"
"ISL","ALL","2001","1839.50"
"ISL","FEMALE","2001","1423.40"
"ISL","MALE","2001","2255.15"
"ISL","ALL","2002","1833.00"
"ISL","FEMALE","2002","1416.65"
"ISL","MALE","2002","2249.09"
"ISL","ALL","2003","1825.99"
"ISL","FEMALE","2003","1409.23"
"ISL","MALE","2003","2242.37"
"ISL","ALL","2004","1819.68"
"ISL","FEMALE","2004","1402.20"
"ISL","MALE","2004","2235.65"
"ISL","ALL","2005","1815.20"
"ISL","FEMALE","2005","1397.33"
"ISL","MALE","2005","2228.98"
"ISL","ALL","2006","1811.35"
"ISL","FEMALE","2006","1393.80"
"ISL","MALE","2006","2221.03"
"ISL","ALL","2007","1806.67"
"ISL","FEMALE","2007","1390.47"
"ISL","MALE","2007","2211.54"
"ISL","ALL","2008","1800.42"
"ISL","FEMALE","2008","1387.60"
"ISL","MALE","2008","2200.89"
"ISL","ALL","2009","1792.87"
"ISL","FEMALE","2009","1384.81"
"ISL","MALE","2009","2190.58"
"ISL","ALL","2010","1785.70"
"ISL","FEMALE","2010","1382.14"
"ISL","MALE","2010","2182.33"
"ISL","ALL","2011","1779.95"
"ISL","FEMALE","2011","1379.43"
"ISL","MALE","2011","2176.37"
"ISL","ALL","2012","1775.22"
"ISL","FEMALE","2012","1376.81"
"ISL","MALE","2012","2171.28"
"ISL","ALL","2013","1771.48"
"ISL","FEMALE","2013","1374.52"
"ISL","MALE","2013","2166.84"
"ISL","ALL","2014","1768.51"
"ISL","FEMALE","2014","1372.30"
"ISL","MALE","2014","2162.93"
"ISL","ALL","2015","1765.79"
"ISL","FEMALE","2015","1370.01"
"ISL","MALE","2015","2158.75"
"ISL","ALL","2016","1762.33"
"ISL","FEMALE","2016","1368.33"
"ISL","MALE","2016","2151.93"
"ISL","ALL","2017","1758.50"
"ISL","FEMALE","2017","1364.55"
"ISL","MALE","2017","2146.34"
"ISL","ALL","2018","1753.41"
"ISL","FEMALE","2018","1355.35"
"ISL","MALE","2018","2144.18"
"ISL","ALL","2019","1747.13"
"ISL","FEMALE","2019","1342.26"
"ISL","MALE","2019","2143.88"
"ISR","ALL","1990","1992.45"
