COUNTRY,SEX,YEAR,VALUE
"BLR","FEMALE","1999","1937.36"
"BLR","MALE","1999","2628.43"
"BLR","ALL","2000","2259.36"
"BLR","FEMALE","2000","1934.69"
"BLR","MALE","2000","2625.64"
"BLR","ALL","2001","2248.58"
"BLR","FEMALE","2001","1926.02"
"BLR","MALE","2001","2612.86"
"BLR","ALL","2002","2230.01"
"BLR","FEMALE","2002","1911.71"
"BLR","MALE","2002","2590.04"
"BLR","ALL","2003","2206.55"
"BLR","FEMALE","2003","1893.02"
"BLR","MALE","2003","2561.85"
"BLR","ALL","2004","2181.19"
"BLR","FEMALE","2004","1872.04"
"BLR","MALE","2004","2532.19"
"BLR","ALL","2005","2157.10"
"BLR","FEMALE","2005","1850.75"
"BLR","MALE","2005","2505.65"
"BLR","ALL","2006","2130.53"
"BLR","FEMALE","2006","1824.89"
"BLR","MALE","2006","2479.04"
"BLR","ALL","2007","2097.97"
"BLR","FEMALE","2007","1791.93"
"BLR","MALE","2007","2447.54"
"BLR","ALL","2008","2064.35"
"BLR","FEMALE","2008","1757.46"
"BLR","MALE","2008","2415.41"
"BLR","ALL","2009","2033.74"
"BLR","FEMALE","2009","1726.31"
"BLR","MALE","2009","2385.92"
"BLR","ALL","2010","2010.44"
"BLR","FEMALE","2010","1703.58"
"BLR","MALE","2010","2362.45"
"BLR","ALL","2011","1998.34"
"BLR","FEMALE","2011","1692.50"
"BLR","MALE","2011","2349.68"
"BLR","ALL","2012","1994.93"
"BLR","FEMALE","2012","1689.79"
"BLR","MALE","2012","2345.75"
"BLR","ALL","2013","1996.10"
"BLR","FEMALE","2013","1691.47"
"BLR","MALE","2013","2346.34"
"BLR","ALL","2014","1997.58"
"BLR","FEMALE","2014","1693.72"
"BLR","MALE","2014","2346.80"
"BLR","ALL","2015","1994.56"
"BLR","FEMALE","2015","1691.88"
"BLR","MALE","2015","2342.23"
"BLR","ALL","2016","1977.20"
"BLR","FEMALE","2016","1679.16"
"BLR","MALE","2016","2319.30"
"BLR","ALL","2017","1959.56"
"BLR","FEMALE","2017","1665.49"
"BLR","MALE","2017","2296.85"
"BLR","ALL","2018","1954.69"
"BLR","FEMALE","2018","1662.10"
"BLR","MALE","2018","2290.06"
"BLR","ALL","2019","1954.42"
"BLR","FEMALE","2019","1665.08"
"BLR","MALE","2019","2285.88"
"CHE","ALL","1990","1771.40"
"CHE","FEMALE","1990","1366.26"
"CHE","MALE","1990","2188.56"
"CHE","ALL","1991","1771.48"
"CHE","FEMALE","1991","1366.68"
"CHE","MALE","1991","2188.30"
"CHE","ALL","1992","1771.06"
"CHE","FEMALE","1992","1366.56"
"CHE","MALE","1992","2187.84"
"CHE","ALL","1993","1770.21"
"CHE","FEMALE","1993","1366.00"
"CHE","MALE","1993","2187.16"
"CHE","ALL","1994","1769.19"
"CHE","FEMALE","1994","1365.30"
"CHE","MALE","1994","2186.43"
"CHE","ALL","1995","1768.15"
"CHE","FEMALE","1995","1364.70"
"CHE","MALE","1995","2185.70"
"CHE","ALL","1996","1767.03"
"CHE","FEMALE","1996","1363.65"
"CHE","MALE","1996","2185.27"
"CHE","ALL","1997","1765.50"
"CHE","FEMALE","1997","1361.63"
"CHE","MALE","1997","2185.00"
"CHE","ALL","1998","1763.60"
"CHE","FEMALE","1998","1358.94"
"CHE","MALE","1998","2184.67"
"CHE","ALL","1999","1761.59"
"CHE","FEMALE","1999","1356.24"
"CHE","MALE","1999","2184.03"
"CHE","ALL","2000","1759.45"
"CHE","FEMALE","2000","1353.87"
"CHE","MALE","2000","2182.55"
"CHE","ALL","2001","1756.96"
"CHE","FEMALE","2001","1351.45"
"CHE","MALE","2001","2180.17"
"CHE","ALL","2002","1754.05"
"CHE","FEMALE","2002","1348.38"
"CHE","MALE","2002","2177.33"
"CHE","ALL","2003","1751.07"
"CHE","FEMALE","2003","1344.90"
"CHE","MALE","2003","2174.52"
"CHE","ALL","2004","1748.35"
"CHE","FEMALE","2004","1341.37"
"CHE","MALE","2004","2172.07"
"CHE","ALL","2005","1746.11"
"CHE","FEMALE","2005","1338.01"
"CHE","MALE","2005","2170.28"
"CHE","ALL","2006","1743.11"
"CHE","FEMALE","2006","1334.71"
"CHE","MALE","2006","2166.74"
"CHE","ALL","2007","1738.43"
"CHE","FEMALE","2007","1331.23"
"CHE","MALE","2007","2159.86"
"CHE","ALL","2008","1732.99"
"CHE","FEMALE","2008","1327.63"
"CHE","MALE","2008","2151.45"
"CHE","ALL","2009","1727.74"
"CHE","FEMALE","2009","1324.16"
"CHE","MALE","2009","2143.24"
"CHE","ALL","2010","1723.57"
"CHE","FEMALE","2010","1320.92"
"CHE","MALE","2010","2137.00"
"CHE","ALL","2011","1719.90"
"CHE","FEMALE","2011","1317.45"
"CHE","MALE","2011","2132.11"
"CHE","ALL","2012","1715.90"
"CHE","FEMALE","2012","1313.60"
"CHE","MALE","2012","2127.00"
"CHE","ALL","2013","1712.05"
"CHE","FEMALE","2013","1309.86"
"CHE","MALE","2013","2122.11"
"CHE","ALL","2014","1708.73"
"CHE","FEMALE","2014","1306.75"
"CHE","MALE","2014","2117.71"
"CHE","ALL","2015","1706.45"
"CHE","FEMALE","2015","1304.87"
"CHE","MALE","2015","2114.18"
"CHE","ALL","2016","1706.12"
"CHE","FEMALE","2016","1306.00"
"CHE","MALE","2016","2111.58"
"CHE","ALL","2017","1705.66"
"CHE","FEMALE","2017","1306.72"
"CHE","MALE","2017","2109.17"
"CHE","ALL","2018","1703.67"
"CHE","FEMALE","2018","1302.69"
"CHE","MALE","2018","2108.52"
"CHE","ALL","2019","1701.41"
"CHE","FEMALE","2019","1295.59"
"CHE","MALE","2019","2110.45"
"CYP","ALL","1990","2012.34"
"CYP","FEMALE","1990","1579.32"
"CYP","MALE","1990","2439.67"
"CYP","ALL","1991","2002.78"
"CYP","FEMALE","1991","1569.79"
"CYP","MALE","1991","2429.77"
"CYP","ALL","1992","1993.61"
"CYP","FEMALE","1992","1560.70"
"CYP","MALE","1992","2420.44"
"CYP","ALL","1993","1984.77"
"CYP","FEMALE","1993","1552.13"
"CYP","MALE","1993","2411.35"
"CYP","ALL","1994","1976.19"
"CYP","FEMALE","1994","1544.07"
"CYP","MALE","1994","2402.27"
"CYP","ALL","1995","1967.91"
"CYP","FEMALE","1995","1536.49"
"CYP","MALE","1995","2393.36"
"CYP","ALL","1996","1959.94"
"CYP","FEMALE","1996","1529.44"
"CYP","MALE","1996","2384.67"
"CYP","ALL","1997","1952.18"
"CYP","FEMALE","1997","1522.85"
"CYP","MALE","1997","2376.05"
"CYP","ALL","1998","1944.72"
"CYP","FEMALE","1998","1516.73"
"CYP","MALE","1998","2367.63"
"CYP","ALL","1999","1937.59"
"CYP","FEMALE","1999","1511.04"
"CYP","MALE","1999","2359.41"
"CYP","ALL","2000","1930.61"
"CYP","FEMALE","2000","1505.48"
"CYP","MALE","2000","2351.42"
"CYP","ALL","2001","1924.05"
"CYP","FEMALE","2001","1499.91"
"CYP","MALE","2001","2344.46"
"CYP","ALL","2002","1918.13"
"CYP","FEMALE","2002","1494.58"
"CYP","MALE","2002","2338.61"
"CYP","ALL","2003","1912.69"
"CYP","FEMALE","2003","1489.84"
"CYP","MALE","2003","2333.17"
"CYP","ALL","2004","1907.50"
"CYP","FEMALE","2004","1485.99"
"CYP","MALE","2004","2327.39"
"CYP","ALL","2005","1902.33"
"CYP","FEMALE","2005","1483.23"
"CYP","MALE","2005","2320.66"
"CYP","ALL","2006","1896.04"
"CYP","FEMALE","2006","1481.22"
"CYP","MALE","2006","2311.01"
"CYP","ALL","2007","1888.53"
"CYP","FEMALE","2007","1479.53"
"CYP","MALE","2007","2298.60"
"CYP","ALL","2008","1881.29"
"CYP","FEMALE","2008","1478.37"
"CYP","MALE","2008","2286.19"
"CYP","ALL","2009","1875.84"
"CYP","FEMALE","2009","1477.99"
"CYP","MALE","2009","2276.57"
"CYP","ALL","2010","1873.73"
"CYP","FEMALE","2010","1478.74"
"CYP","MALE","2010","2272.55"
"CYP","ALL","2011","1874.88"
"CYP","FEMALE","2011","1480.80"
"CYP","MALE","2011","2273.64"
"CYP","ALL","2012","1877.33"
"CYP","FEMALE","2012","1483.59"
"CYP","MALE","2012","2276.47"
"CYP","ALL","2013","1880.13"
"CYP","FEMALE","2013","1486.60"
"CYP","MALE","2013","2279.71"
"CYP","ALL","2014","1882.37"
"CYP","FEMALE","2014","1489.38"
"CYP","MALE","2014","2281.99"
"CYP","ALL","2015","1883.10"
"CYP","FEMALE","2015","1491.47"
"CYP","MALE","2015","2281.92"
"CYP","ALL","2016","1886.42"
"CYP","FEMALE","2016","1497.00"
"CYP","MALE","2016","2283.52"
"CYP","ALL","2017","1888.89"
"CYP","FEMALE","2017","1501.05"
"CYP","MALE","2017","2284.82"
"CYP","ALL","2018","1886.22"
"CYP","FEMALE","2018","1495.96"
"CYP","MALE","2018","2285.07"
"CYP","ALL","2019","1881.74"
"CYP","FEMALE","2019","1484.41"
"CYP","MALE","2019","2288.32"
"CZE","ALL","1990","1628.42"
"CZE","FEMALE","1990","1355.06"
"CZE","MALE","1990","1918.57"
"CZE","ALL","1991","1638.47"
"CZE","FEMALE","1991","1368.13"
"CZE","MALE","1991","1925.37"
"CZE","ALL","1992","1649.00"
"CZE","FEMALE","1992","1381.06"
"CZE","MALE","1992","1933.23"
"CZE","ALL","1993","1660.02"
"CZE","FEMALE","1993","1394.05"
"CZE","MALE","1993","1941.98"
"CZE","ALL","1994","1671.11"
"CZE","FEMALE","1994","1406.89"
"CZE","MALE","1994","1951.01"
"CZE","ALL","1995","1681.99"
"CZE","FEMALE","1995","1419.49"
"CZE","MALE","1995","1959.84"
"CZE","ALL","1996","1694.13"
"CZE","FEMALE","1996","1432.50"
"CZE","MALE","1996","1970.84"
"CZE","ALL","1997","1708.11"
"CZE","FEMALE","1997","1445.83"
"CZE","MALE","1997","1985.29"
"CZE","ALL","1998","1722.79"
"CZE","FEMALE","1998","1459.11"
"CZE","MALE","1998","2001.23"
"CZE","ALL","1999","1736.64"
"CZE","FEMALE","1999","1471.43"
"CZE","MALE","1999","2016.47"
"CZE","ALL","2000","1747.83"
"CZE","FEMALE","2000","1481.60"
"CZE","MALE","2000","2028.47"
"CZE","ALL","2001","1757.33"
"CZE","FEMALE","2001","1491.20"
"CZE","MALE","2001","2037.56"
"CZE","ALL","2002","1766.44"
"CZE","FEMALE","2002","1501.03"
"CZE","MALE","2002","2045.58"
"CZE","ALL","2003","1774.43"
"CZE","FEMALE","2003","1509.85"
"CZE","MALE","2003","2052.38"
"CZE","ALL","2004","1780.19"
"CZE","FEMALE","2004","1515.94"
"CZE","MALE","2004","2057.46"
"CZE","ALL","2005","1782.27"
"CZE","FEMALE","2005","1517.37"
"CZE","MALE","2005","2059.85"
"CZE","ALL","2006","1780.42"
"CZE","FEMALE","2006","1514.04"
"CZE","MALE","2006","2059.14"
"CZE","ALL","2007","1776.21"
"CZE","FEMALE","2007","1508.09"
"CZE","MALE","2007","2056.31"
"CZE","ALL","2008","1770.65"
"CZE","FEMALE","2008","1500.90"
"CZE","MALE","2008","2052.05"
"CZE","ALL","2009","1764.68"
"CZE","FEMALE","2009","1493.73"
"CZE","MALE","2009","2046.95"
"CZE","ALL","2010","1759.01"
"CZE","FEMALE","2010","1487.55"
"CZE","MALE","2010","2041.46"
"CZE","ALL","2011","1753.64"
"CZE","FEMALE","2011","1481.35"
"CZE","MALE","2011","2036.65"
"CZE","ALL","2012","1748.05"
"CZE","FEMALE","2012","1473.84"
"CZE","MALE","2012","2032.75"
"CZE","ALL","2013","1741.64"
"CZE","FEMALE","2013","1465.15"
"CZE","MALE","2013","2028.39"
"CZE","ALL","2014","1733.55"
"CZE","FEMALE","2014","1455.14"
"CZE","MALE","2014","2022.01"
"CZE","ALL","2015","1723.07"
"CZE","FEMALE","2015","1443.83"
"CZE","MALE","2015","2012.12"
"CZE","ALL","2016","1701.65"
"CZE","FEMALE","2016","1423.24"
"CZE","MALE","2016","1989.53"
"CZE","ALL","2017","1682.05"
"CZE","FEMALE","2017","1404.75"
"CZE","MALE","2017","1968.52"
"CZE","ALL","2018","1671.90"
"CZE","FEMALE","2018","1395.28"
"CZE","MALE","2018","1957.45"
"CZE","ALL","2019","1659.96"
"CZE","FEMALE","2019","1383.98"
"CZE","MALE","2019","1944.63"
"DEU","ALL","1990","1834.02"
"DEU","FEMALE","1990","1382.86"
"DEU","MALE","1990","2317.08"
"DEU","ALL","1991","1828.35"
"DEU","FEMALE","1991","1375.80"
"DEU","MALE","1991","2310.86"
"DEU","ALL","1992","1823.23"
"DEU","FEMALE","1992","1369.69"
"DEU","MALE","1992","2304.89"
"DEU","ALL","1993","1818.12"
"DEU","FEMALE","1993","1364.21"
"DEU","MALE","1993","2298.67"
"DEU","ALL","1994","1812.45"
"DEU","FEMALE","1994","1358.73"
"DEU","MALE","1994","2291.68"
"DEU","ALL","1995","1807.28"
"DEU","FEMALE","1995","1354.17"
"DEU","MALE","1995","2285.01"
"DEU","ALL","1996","1803.03"
"DEU","FEMALE","1996","1351.31"
"DEU","MALE","1996","2278.60"
"DEU","ALL","1997","1799.13"
"DEU","FEMALE","1997","1349.55"
"DEU","MALE","1997","2271.93"
"DEU","ALL","1998","1794.89"
"DEU","FEMALE","1998","1347.67"
"DEU","MALE","1998","2264.68"
"DEU","ALL","1999","1789.61"
"DEU","FEMALE","1999","1344.32"
"DEU","MALE","1999","2256.88"
"DEU","ALL","2000","1783.93"
"DEU","FEMALE","2000","1339.61"
"DEU","MALE","2000","2249.71"
"DEU","ALL","2001","1777.18"
"DEU","FEMALE","2001","1332.35"
"DEU","MALE","2001","2242.98"
"DEU","ALL","2002","1769.31"
"DEU","FEMALE","2002","1322.79"
"DEU","MALE","2002","2236.42"
"DEU","ALL","2003","1760.72"
"DEU","FEMALE","2003","1312.30"
"DEU","MALE","2003","2229.38"
"DEU","ALL","2004","1751.67"
"DEU","FEMALE","2004","1302.12"
"DEU","MALE","2004","2221.13"
"DEU","ALL","2005","1744.07"
"DEU","FEMALE","2005","1295.16"
"DEU","MALE","2005","2212.41"
"DEU","ALL","2006","1735.66"
"DEU","FEMALE","2006","1291.31"
"DEU","MALE","2006","2198.82"
"DEU","ALL","2007","1724.80"
"DEU","FEMALE","2007","1288.78"
"DEU","MALE","2007","2178.89"
"DEU","ALL","2008","1712.60"
"DEU","FEMALE","2008","1286.54"
"DEU","MALE","2008","2156.03"
"DEU","ALL","2009","1700.33"
"DEU","FEMALE","2009","1283.68"
"DEU","MALE","2009","2133.85"
"DEU","ALL","2010","1690.69"
"DEU","FEMALE","2010","1280.67"
"DEU","MALE","2010","2117.40"
"DEU","ALL","2011","1682.86"
"DEU","FEMALE","2011","1277.22"
"DEU","MALE","2011","2105.24"
"DEU","ALL","2012","1675.49"
"DEU","FEMALE","2012","1273.56"
"DEU","MALE","2012","2093.59"
"DEU","ALL","2013","1669.30"
"DEU","FEMALE","2013","1269.87"
"DEU","MALE","2013","2083.77"
"DEU","ALL","2014","1664.57"
"DEU","FEMALE","2014","1266.05"
"DEU","MALE","2014","2076.51"
"DEU","ALL","2015","1663.04"
"DEU","FEMALE","2015","1263.83"
"DEU","MALE","2015","2073.80"
"DEU","ALL","2016","1670.35"
"DEU","FEMALE","2016","1267.12"
"DEU","MALE","2016","2083.38"
"DEU","ALL","2017","1678.11"
"DEU","FEMALE","2017","1270.03"
"DEU","MALE","2017","2094.12"
"DEU","ALL","2018","1670.27"
"DEU","FEMALE","2018","1262.69"
"DEU","MALE","2018","2084.08"
"DEU","ALL","2019","1649.82"
"DEU","FEMALE","2019","1247.67"
"DEU","MALE","2019","2056.83"
"DNK","ALL","1990","1224.33"
"DNK","FEMALE","1990","923.83"
"DNK","MALE","1990","1533.74"
"DNK","ALL","1991","1224.40"
"DNK","FEMALE","1991","923.26"
"DNK","MALE","1991","1534.41"
"DNK","ALL","1992","1224.37"
"DNK","FEMALE","1992","922.68"
"DNK","MALE","1992","1534.85"
"DNK","ALL","1993","1224.21"
"DNK","FEMALE","1993","922.05"
"DNK","MALE","1993","1535.02"
"DNK","ALL","1994","1223.75"
"DNK","FEMALE","1994","921.26"
"DNK","MALE","1994","1534.75"
"DNK","ALL","1995","1223.13"
"DNK","FEMALE","1995","920.43"
"DNK","MALE","1995","1534.18"
"DNK","ALL","1996","1221.72"
"DNK","FEMALE","1996","919.06"
"DNK","MALE","1996","1532.55"
"DNK","ALL","1997","1219.35"
"DNK","FEMALE","1997","916.90"
"DNK","MALE","1997","1529.76"
"DNK","ALL","1998","1216.46"
"DNK","FEMALE","1998","914.26"
"DNK","MALE","1998","1526.42"
"DNK","ALL","1999","1213.53"
"DNK","FEMALE","1999","911.52"
"DNK","MALE","1999","1523.11"
"DNK","ALL","2000","1211.11"
"DNK","FEMALE","2000","909.15"
"DNK","MALE","2000","1520.48"
"DNK","ALL","2001","1208.66"
"DNK","FEMALE","2001","906.32"
"DNK","MALE","2001","1518.24"
"DNK","ALL","2002","1205.81"
"DNK","FEMALE","2002","902.72"
"DNK","MALE","2002","1515.97"
"DNK","ALL","2003","1203.02"
"DNK","FEMALE","2003","899.14"
"DNK","MALE","2003","1513.80"
"DNK","ALL","2004","1200.75"
"DNK","FEMALE","2004","896.44"
"DNK","MALE","2004","1511.82"
"DNK","ALL","2005","1199.55"
"DNK","FEMALE","2005","895.58"
"DNK","MALE","2005","1510.11"
"DNK","ALL","2006","1201.75"
"DNK","FEMALE","2006","899.91"
"DNK","MALE","2006","1509.96"
"DNK","ALL","2007","1207.72"
"DNK","FEMALE","2007","909.66"
"DNK","MALE","2007","1511.87"
"DNK","ALL","2008","1214.75"
"DNK","FEMALE","2008","920.97"
"DNK","MALE","2008","1514.33"
"DNK","ALL","2009","1220.26"
"DNK","FEMALE","2009","930.19"
"DNK","MALE","2009","1515.92"
"DNK","ALL","2010","1221.74"
"DNK","FEMALE","2010","933.74"
"DNK","MALE","2010","1515.14"
"DNK","ALL","2011","1219.15"
"DNK","FEMALE","2011","931.38"
"DNK","MALE","2011","1512.13"
"DNK","ALL","2012","1214.98"
"DNK","FEMALE","2012","926.46"
"DNK","MALE","2012","1508.52"
"DNK","ALL","2013","1210.46"
"DNK","FEMALE","2013","920.66"
"DNK","MALE","2013","1505.01"
"DNK","ALL","2014","1206.51"
"DNK","FEMALE","2014","915.55"
"DNK","MALE","2014","1501.91"
"DNK","ALL","2015","1204.20"
"DNK","FEMALE","2015","912.80"
"DNK","MALE","2015","1499.65"
"DNK","ALL","2016","1207.03"
"DNK","FEMALE","2016","916.05"
"DNK","MALE","2016","1501.63"
"DNK","ALL","2017","1209.66"
"DNK","FEMALE","2017","918.96"
"DNK","MALE","2017","1503.56"
"DNK","ALL","2018","1206.49"
"DNK","FEMALE","2018","914.69"
"DNK","MALE","2018","1501.19"
"DNK","ALL","2019","1200.73"
"DNK","FEMALE","2019","906.68"
"DNK","MALE","2019","1497.39"
"ESP","ALL","1990","2790.39"
"ESP","FEMALE","1990","2317.64"
"ESP","MALE","1990","3282.47"
"ESP","ALL","1991","2767.49"
"ESP","FEMALE","1991","2296.51"
"ESP","MALE","1991","3258.27"
"ESP","ALL","1992","2745.33"
"ESP","FEMALE","1992","2276.12"
"ESP","MALE","1992","3234.77"
"ESP","ALL","1993","2723.58"
"ESP","FEMALE","1993","2256.13"
"ESP","MALE","1993","3211.67"
"ESP","ALL","1994","2702.54"
"ESP","FEMALE","1994","2236.86"
"ESP","MALE","1994","3189.12"
"ESP","ALL","1995","2682.87"
"ESP","FEMALE","1995","2218.81"
"ESP","MALE","1995","3167.99"
"ESP","ALL","1996","2663.49"
"ESP","FEMALE","1996","2200.96"
"ESP","MALE","1996","3147.11"
"ESP","ALL","1997","2645.43"
"ESP","FEMALE","1997","2184.07"
"ESP","MALE","1997","3127.71"
"ESP","ALL","1998","2628.27"
"ESP","FEMALE","1998","2167.72"
"ESP","MALE","1998","3109.31"
"ESP","ALL","1999","2612.15"
"ESP","FEMALE","1999","2152.05"
"ESP","MALE","1999","3092.08"
"ESP","ALL","2000","2597.71"
"ESP","FEMALE","2000","2137.60"
"ESP","MALE","2000","3076.67"
"ESP","ALL","2001","2582.36"
"ESP","FEMALE","2001","2121.42"
"ESP","MALE","2001","3060.84"
"ESP","ALL","2002","2567.05"
"ESP","FEMALE","2002","2104.38"
"ESP","MALE","2002","3045.77"
"ESP","ALL","2003","2551.98"
"ESP","FEMALE","2003","2087.52"
"ESP","MALE","2003","3030.99"
"ESP","ALL","2004","2537.87"
"ESP","FEMALE","2004","2072.40"
"ESP","MALE","2004","3016.51"
"ESP","ALL","2005","2526.28"
"ESP","FEMALE","2005","2061.11"
"ESP","MALE","2005","3003.33"
"ESP","ALL","2006","2513.79"
"ESP","FEMALE","2006","2050.58"
"ESP","MALE","2006","2987.89"
"ESP","ALL","2007","2500.23"
"ESP","FEMALE","2007","2039.69"
"ESP","MALE","2007","2971.03"
"ESP","ALL","2008","2486.96"
"ESP","FEMALE","2008","2029.40"
"ESP","MALE","2008","2954.56"
"ESP","ALL","2009","2475.44"
"ESP","FEMALE","2009","2020.63"
"ESP","MALE","2009","2940.55"
"ESP","ALL","2010","2468.19"
"ESP","FEMALE","2010","2015.20"
"ESP","MALE","2010","2932.16"
"ESP","ALL","2011","2462.29"
"ESP","FEMALE","2011","2010.55"
"ESP","MALE","2011","2925.97"
"ESP","ALL","2012","2456.08"
"ESP","FEMALE","2012","2005.71"
"ESP","MALE","2012","2919.50"
"ESP","ALL","2013","2448.91"
"ESP","FEMALE","2013","2000.04"
"ESP","MALE","2013","2911.97"
"ESP","ALL","2014","2441.19"
"ESP","FEMALE","2014","1993.83"
"ESP","MALE","2014","2903.81"
"ESP","ALL","2015","2434.05"
"ESP","FEMALE","2015","1988.15"
"ESP","MALE","2015","2896.15"
"ESP","ALL","2016","2423.43"
"ESP","FEMALE","2016","1978.60"
"ESP","MALE","2016","2885.30"
"ESP","ALL","2017","2412.73"
"ESP","FEMALE","2017","1968.55"
"ESP","MALE","2017","2874.73"
"ESP","ALL","2018","2401.11"
"ESP","FEMALE","2018","1960.35"
"ESP","MALE","2018","2860.24"
"ESP","ALL","2019","2385.67"
"ESP","FEMALE","2019","1951.40"
"ESP","MALE","2019","2838.61"
"EST","ALL","1990","1818.01"
"EST","FEMALE","1990","1471.03"
"EST","MALE","1990","2213.00"
"EST","ALL","1991","1831.95"
"EST","FEMALE","1991","1488.67"
"EST","MALE","1991","2222.99"
"EST","ALL","1992","1842.72"
"EST","FEMALE","1992","1503.13"
"EST","MALE","1992","2230.59"
"EST","ALL","1993","1850.17"
"EST","FEMALE","1993","1514.15"
"EST","MALE","1993","2235.71"
"EST","ALL","1994","1855.07"
"EST","FEMALE","1994","1521.54"
"EST","MALE","1994","2239.62"
"EST","ALL","1995","1856.65"
"EST","FEMALE","1995","1524.34"
"EST","MALE","1995","2241.45"
"EST","ALL","1996","1857.15"
"EST","FEMALE","1996","1524.40"
"EST","MALE","1996","2243.50"
"EST","ALL","1997","1858.13"
"EST","FEMALE","1997","1523.24"
"EST","MALE","1997","2247.14"
"EST","ALL","1998","1859.75"
"EST","FEMALE","1998","1522.06"
"EST","MALE","1998","2251.46"
"EST","ALL","1999","1861.17"
"EST","FEMALE","1999","1520.60"
"EST","MALE","1999","2254.88"
"EST","ALL","2000","1861.07"
"EST","FEMALE","2000","1519.01"
"EST","MALE","2000","2254.75"
"EST","ALL","2001","1855.55"
"EST","FEMALE","2001","1515.32"
"EST","MALE","2001","2246.07"
"EST","ALL","2002","1842.70"
"EST","FEMALE","2002","1507.30"
"EST","MALE","2002","2227.53"
"EST","ALL","2003","1825.76"
"EST","FEMALE","2003","1497.09"
"EST","MALE","2003","2203.09"
"EST","ALL","2004","1807.51"
"EST","FEMALE","2004","1485.98"
"EST","MALE","2004","2177.05"
"EST","ALL","2005","1790.02"
"EST","FEMALE","2005","1474.91"
"EST","MALE","2005","2152.52"
"EST","ALL","2006","1769.53"
"EST","FEMALE","2006","1459.05"
"EST","MALE","2006","2126.84"
"EST","ALL","2007","1743.14"
"EST","FEMALE","2007","1435.46"
"EST","MALE","2007","2097.36"
"EST","ALL","2008","1715.70"
"EST","FEMALE","2008","1410.08"
"EST","MALE","2008","2067.49"
"EST","ALL","2009","1691.41"
"EST","FEMALE","2009","1387.57"
"EST","MALE","2009","2040.79"
"EST","ALL","2010","1673.85"
"EST","FEMALE","2010","1372.23"
"EST","MALE","2010","2020.14"
"EST","ALL","2011","1661.62"
"EST","FEMALE","2011","1362.22"
"EST","MALE","2011","2004.79"
"EST","ALL","2012","1650.22"
"EST","FEMALE","2012","1352.25"
"EST","MALE","2012","1991.22"
"EST","ALL","2013","1639.68"
"EST","FEMALE","2013","1343.31"
"EST","MALE","2013","1978.22"
"EST","ALL","2014","1629.62"
"EST","FEMALE","2014","1335.60"
"EST","MALE","2014","1964.78"
"EST","ALL","2015","1618.96"
"EST","FEMALE","2015","1328.60"
"EST","MALE","2015","1949.24"
"EST","ALL","2016","1603.80"
"EST","FEMALE","2016","1321.93"
"EST","MALE","2016","1923.45"
"EST","ALL","2017","1590.48"
"EST","FEMALE","2017","1315.00"
"EST","MALE","2017","1901.81"
"EST","ALL","2018","1582.61"
"EST","FEMALE","2018","1307.96"
"EST","MALE","2018","1891.90"
"EST","ALL","2019","1573.65"
"EST","FEMALE","2019","1300.14"
"EST","MALE","2019","1880.58"
"FIN","ALL","1990","1937.78"
"FIN","FEMALE","1990","1503.28"
"FIN","MALE","1990","2399.06"
"FIN","ALL","1991","1938.81"
"FIN","FEMALE","1991","1504.75"
"FIN","MALE","1991","2399.07"
"FIN","ALL","1992","1939.61"
"FIN","FEMALE","1992","1505.86"
"FIN","MALE","1992","2398.98"
"FIN","ALL","1993","1939.41"
"FIN","FEMALE","1993","1506.21"
"FIN","MALE","1993","2397.59"
"FIN","ALL","1994","1938.43"
"FIN","FEMALE","1994","1506.06"
"FIN","MALE","1994","2395.13"
"FIN","ALL","1995","1936.18"
"FIN","FEMALE","1995","1504.98"
"FIN","MALE","1995","2391.11"
"FIN","ALL","1996","1931.33"
"FIN","FEMALE","1996","1501.79"
"FIN","MALE","1996","2384.02"
"FIN","ALL","1997","1924.14"
"FIN","FEMALE","1997","1496.29"
"FIN","MALE","1997","2374.56"
"FIN","ALL","1998","1914.67"
"FIN","FEMALE","1998","1488.65"
"FIN","MALE","1998","2362.73"
"FIN","ALL","1999","1904.37"
"FIN","FEMALE","1999","1480.25"
"FIN","MALE","1999","2350.04"
"FIN","ALL","2000","1893.67"
"FIN","FEMALE","2000","1471.29"
"FIN","MALE","2000","2337.03"
"FIN","ALL","2001","1880.60"
"FIN","FEMALE","2001","1460.20"
"FIN","MALE","2001","2321.39"
"FIN","ALL","2002","1865.59"
"FIN","FEMALE","2002","1447.20"
"FIN","MALE","2002","2303.76"
"FIN","ALL","2003","1850.23"
"FIN","FEMALE","2003","1433.86"
"FIN","MALE","2003","2285.76"
"FIN","ALL","2004","1837.13"
"FIN","FEMALE","2004","1422.67"
"FIN","MALE","2004","2270.16"
"FIN","ALL","2005","1828.51"
"FIN","FEMALE","2005","1415.74"
"FIN","MALE","2005","2259.28"
"FIN","ALL","2006","1822.99"
"FIN","FEMALE","2006","1411.86"
"FIN","MALE","2006","2251.63"
"FIN","ALL","2007","1819.03"
"FIN","FEMALE","2007","1409.40"
"FIN","MALE","2007","2245.69"
"FIN","ALL","2008","1815.43"
"FIN","FEMALE","2008","1407.18"
"FIN","MALE","2008","2240.20"
"FIN","ALL","2009","1811.92"
"FIN","FEMALE","2009","1404.86"
"FIN","MALE","2009","2234.99"
"FIN","ALL","2010","1808.06"
"FIN","FEMALE","2010","1402.03"
"FIN","MALE","2010","2229.59"
